,Tweets
861,"b'RT @techclassrocks: Day 66:  Into the 200\xe2\x80\x99s\n\nAlright, only 299 more days to go!\nStill learning, clicking, finding new sounds &amp; asking @chri\xe2\x80\xa6'"
862,b'@Floortjesart tutorials are great. I also used @thegalshir\xe2\x80\x99s work as well. It\xe2\x80\x99s incredible. Here some of my drawings. #appleEDUchat #procreate https://t.co/KlCKovyiWk https://t.co/2YhZT1qtnq'
863,"b'RT @KLongman974: Dear PLN #AppleEduChat #edutwitter #mfltwitterati #langchat #MFLchat I need your help for a short PD talk at my school, co\xe2\x80\xa6'"
864,b'RT @lcoffeeprincel: Home billiard. I wanna know how to control the direction of the light with #realitycomposer. #ARoniPad #AppleEDUchat @A\xe2\x80\xa6'
865,"b'Day 66:  Into the 200\xe2\x80\x99s\n\nAlright, only 299 more days to go!\nStill learning, clicking, finding new sounds &amp; asking @chriswoodteach all the questions. \xf0\x9f\x98\xac\n\nToday, it was the name Dimension Vortex that sucked me in.\n\n#365Tunes2021 #AppleEDUchat #EveryoneCanCreate #LogicPro https://t.co/Ny2ZCy3zV3'"
866,b'RT @lyndsdive85: \xf0\x9f\x93\xa2Calling fellow ADE\xe2\x80\x99s &amp; educators who might be interested in partnering in a project for Red Nose Day! Please DM me if you\xe2\x80\xa6'
867,b'RT @mat6453: New blog post. A plea for the children that thrived.  Some thoughts as we move back to the classroom to not forget those that\xe2\x80\xa6'
868,b'\xf0\x9f\xa4\xaf (fn)x2 and my work is through!!\xf0\x9f\xa4\xa9\xf0\x9f\xa4\xa9#teachertwitter #gegmuscat #techtips #AppleEDUchat @GegMuscat @AmmanGEG @GEGSUDAN @GEGDubai https://t.co/P2NzWfXQof'
869,b'Home billiard. I wanna know how to control the direction of the light with #realitycomposer. #ARoniPad #AppleEDUchat @AppleEDU #ade2021 https://t.co/xNFG6u0Gp2'
870,b'RT @_ehughes_: Markup on #iPad is just the best! \xe2\x9b\xb0 \n#AppleEDUchat #EveryoneCanCreate #ADE2021 #AppleTeacher #OutdoorLearning \xf0\x9f\x8c\x8d https://t.co\xe2\x80\xa6'
871,b'RT @mat6453: New blog post. A plea for the children that thrived.  Some thoughts as we move back to the classroom to not forget those that\xe2\x80\xa6'
872,b'RT @cgalleyedu: The boy had a lot of fun creating a scene from Supertato for #WorldBookDay using @ARMakrApp #AppleEDUchat https://t.co/xOSe\xe2\x80\xa6'
873,b'The boy had a lot of fun creating a scene from Supertato for #WorldBookDay using @ARMakrApp #AppleEDUchat https://t.co/xOSeGHytpz'
874,"b'RT @KLongman974: Dear PLN #AppleEduChat #edutwitter #mfltwitterati #langchat #MFLchat I need your help for a short PD talk at my school, co\xe2\x80\xa6'"
875,b'New blog post. A plea for the children that thrived.  Some thoughts as we move back to the classroom to not forget those that have seen an alternative that worked.\nhttps://t.co/lNsqfhqP15\n#AppleEduChat #EdTech #EduTwitter #Networkedchat'
876,b'RT @danielbbudd: Great start to the Apple Learning Series for International Schools tonight. \nSharing my story of developing Creativity &amp; C\xe2\x80\xa6'
877,b'Absolutely loving finally learning to use the @Procreate app properly by following the @Floortjesart tutorials which are beautifully explained and paced. Great creative learning to offset the busyness of life at the moment! #ADE2021 #AppleEDUchat https://t.co/yEVhj2GSJM'
878,b'RT @techteachertom1: Working with Year 1 @ArcadiaSch children in creating iBooks using @BookCreatorApp. Starting off with a short book abou\xe2\x80\xa6'
879,b'Working with Year 1 @ArcadiaSch children in creating iBooks using @BookCreatorApp. Starting off with a short book about them before we move onto creating a book about explorers from their topic #edtech #AppleEDUchat #AppleDistinguishedSchool #ADE #ADEUAE https://t.co/qFJY66CKrP'
880,"b'RT @KLongman974: Dear PLN #AppleEduChat #edutwitter #mfltwitterati #langchat #MFLchat I need your help for a short PD talk at my school, co\xe2\x80\xa6'"
881,"b'RT @KLongman974: Dear PLN #AppleEduChat #edutwitter #mfltwitterati #langchat #MFLchat I need your help for a short PD talk at my school, co\xe2\x80\xa6'"
882,"b'RT @KLongman974: Dear PLN #AppleEduChat #edutwitter #mfltwitterati #langchat #MFLchat I need your help for a short PD talk at my school, co\xe2\x80\xa6'"
883,"b'RT @KLongman974: Dear PLN #AppleEduChat #edutwitter #mfltwitterati #langchat #MFLchat I need your help for a short PD talk at my school, co\xe2\x80\xa6'"
884,"b'RT @KLongman974: Dear PLN #AppleEduChat #edutwitter #mfltwitterati #langchat #MFLchat I need your help for a short PD talk at my school, co\xe2\x80\xa6'"
885,b'RT @lyndsdive85: \xf0\x9f\x93\xa2Calling fellow ADE\xe2\x80\x99s &amp; educators who might be interested in partnering in a project for Red Nose Day! Please DM me if you\xe2\x80\xa6'
886,"b'RT @ASuizzo: Very funny streaming with my fellows ADE, presenting some webinar of the Apple Teacher Italia group! Follow us to discover sec\xe2\x80\xa6'"
887,b'RT @BerniceKing: I\xe2\x80\x99m glad to be a part of today\xe2\x80\x99s #AppleEDUchat. You all have been sharing such inspiring ideas. I can\xe2\x80\x99t wait to see how yo\xe2\x80\xa6'
888,"b""RT @klbeasley: \xf0\x9f\x91\xa8\xf0\x9f\x8f\xbe\xe2\x80\x8d\xf0\x9f\x92\xbbIt's never too late to foster positive relationships around digital technologies with your child(ren). Join in with our\xe2\x80\xa6"""
889,b'RT @fivesscreen: Fives is born: the first iPad film for safe and  comfort\nMaking the fives screen protector fit into your daily life.\nMore\xe2\x80\xa6'
890,"b'RT @edTechEvans: \xf0\x9f\x93\xa2\xf0\x9f\x93\xa2\xf0\x9f\x93\xa2\nDid you know? When sharing a link to a YouTube video - add a Hyphen (-) after the \'t\' and it will share an ""add free,\xe2\x80\xa6'"
891,"b""\xf0\x9f\x91\xa8\xf0\x9f\x8f\xbe\xe2\x80\x8d\xf0\x9f\x92\xbbIt's never too late to foster positive relationships around digital technologies with your child(ren). Join in with our #MediaMentorMonth activities!\n\n\xf0\x9f\x91\x89\xf0\x9f\x8f\xbc More info &amp; resources available at https://t.co/trVuMZJB2d\n\n#AppleEDUchat #GoogleEI #MIEExpert #digcit #isedcoach #edtech"""
892,b'RT @_ehughes_: Markup on #iPad is just the best! \xe2\x9b\xb0 \n#AppleEDUchat #EveryoneCanCreate #ADE2021 #AppleTeacher #OutdoorLearning \xf0\x9f\x8c\x8d https://t.co\xe2\x80\xa6'
893,b'RT @_ehughes_: Markup on #iPad is just the best! \xe2\x9b\xb0 \n#AppleEDUchat #EveryoneCanCreate #ADE2021 #AppleTeacher #OutdoorLearning \xf0\x9f\x8c\x8d https://t.co\xe2\x80\xa6'
894,"b'RT @ASuizzo: Very funny streaming with my fellows ADE, presenting some webinar of the Apple Teacher Italia group! Follow us to discover sec\xe2\x80\xa6'"
895,"b'RT @ASuizzo: Very funny streaming with my fellows ADE, presenting some webinar of the Apple Teacher Italia group! Follow us to discover sec\xe2\x80\xa6'"
896,"b'Very funny streaming with my fellows ADE, presenting some webinar of the Apple Teacher Italia group! Follow us to discover secrets about coding, AR, Keynote, Pages and help teacher and students in learning, also in remote mode \xf0\x9f\x98\x89 #AppleEduChat #appleteacher #ADE2020 @AppleEDU https://t.co/YoyGgPYPSz'"
897,"b'RT @mcoutts81: Been working on this one on&amp; off for the past few weeks. I released my 1st shape library &amp; the response was awesome, so  v2.\xe2\x80\xa6'"
898,"b'RT @mcoutts81: Been working on this one on&amp; off for the past few weeks. I released my 1st shape library &amp; the response was awesome, so  v2.\xe2\x80\xa6'"
899,b'RT @lyndsdive85: \xf0\x9f\x93\xa2Calling fellow ADE\xe2\x80\x99s &amp; educators who might be interested in partnering in a project for Red Nose Day! Please DM me if you\xe2\x80\xa6'
900,b'RT @lcoffeeprincel: AR walking in the afternoon #ARwalking #ARoniPad #AppleEDUchat #ade2021 #realitycomposer https://t.co/pANe0mADVs'
901,"b'Had a little design today. The meatball @NASA logo designed with the red wing &amp; orbit, being a symbol of the time. The red worm is its more modern symbol. Used in the 70s &amp; 80s&amp; 2020. The flights showing the various new missions #nasa #mars2020 #AppleEDUChat #keynote https://t.co/RDEFYSss39'"
902,b'RT @lyndsdive85: \xf0\x9f\x93\xa2Calling fellow ADE\xe2\x80\x99s &amp; educators who might be interested in partnering in a project for Red Nose Day! Please DM me if you\xe2\x80\xa6'
903,b'RT @lyndsdive85: \xf0\x9f\x93\xa2Calling fellow ADE\xe2\x80\x99s &amp; educators who might be interested in partnering in a project for Red Nose Day! Please DM me if you\xe2\x80\xa6'
904,b'\xf0\x9f\x93\xa2Calling fellow ADE\xe2\x80\x99s &amp; educators who might be interested in partnering in a project for Red Nose Day! Please DM me if you are interested!\n\n#ade2021 #EveryoneCanCreate #aroniPad #AppleEDUchat #appleteacher @peterford @AppleEDU https://t.co/Uhr5QbGOR5'
905,b'We need another member for Team Hangry ... add yourself to the team sheet #AppleEDUChat https://t.co/gy8zk15N8i'
906,b'Thanks again to Frank Hua for providing this review of @anchor  \n\nhttps://t.co/lV2Qqr6oBW\n\n#edtech #globaledtech #edutwitter #K12 #AppleEDUchat #edtechchat #ISTE20 https://t.co/6UAJWQlpwd'
907,b'RT @RonitShapiro: Have you added Music Recognition to your Control Center yet?! My favorite new toy!! #AppleEDUchat https://t.co/0H6Q68vWqf'
908,b'RT @_ehughes_: Markup on #iPad is just the best! \xe2\x9b\xb0 \n#AppleEDUchat #EveryoneCanCreate #ADE2021 #AppleTeacher #OutdoorLearning \xf0\x9f\x8c\x8d https://t.co\xe2\x80\xa6'
909,b'AR walking in the afternoon #ARwalking #ARoniPad #AppleEDUchat #ade2021 #realitycomposer https://t.co/pANe0mADVs'
910,b'RT @_ehughes_: Markup on #iPad is just the best! \xe2\x9b\xb0 \n#AppleEDUchat #EveryoneCanCreate #ADE2021 #AppleTeacher #OutdoorLearning \xf0\x9f\x8c\x8d https://t.co\xe2\x80\xa6'
911,b'RT @_ehughes_: Markup on #iPad is just the best! \xe2\x9b\xb0 \n#AppleEDUchat #EveryoneCanCreate #ADE2021 #AppleTeacher #OutdoorLearning \xf0\x9f\x8c\x8d https://t.co\xe2\x80\xa6'
912,"b'RT @techclassrocks: Day 65:  Dystopia\n\nI can\xe2\x80\x99t beatbox, but if I could...\xf0\x9f\x92\xad\xf0\x9f\xa4\xa9\xf0\x9f\x8e\x9b\xf0\x9f\x8e\xb5\n@incredibox_ is one of my favs for teaching composition.\n\nSs\xe2\x80\xa6'"
913,b'RT @_ehughes_: Markup on #iPad is just the best! \xe2\x9b\xb0 \n#AppleEDUchat #EveryoneCanCreate #ADE2021 #AppleTeacher #OutdoorLearning \xf0\x9f\x8c\x8d https://t.co\xe2\x80\xa6'
914,b'RT @_ehughes_: Markup on #iPad is just the best! \xe2\x9b\xb0 \n#AppleEDUchat #EveryoneCanCreate #ADE2021 #AppleTeacher #OutdoorLearning \xf0\x9f\x8c\x8d https://t.co\xe2\x80\xa6'
915,"b'Day 65:  Dystopia\n\nI can\xe2\x80\x99t beatbox, but if I could...\xf0\x9f\x92\xad\xf0\x9f\xa4\xa9\xf0\x9f\x8e\x9b\xf0\x9f\x8e\xb5\n@incredibox_ is one of my favs for teaching composition.\n\nSs learn about arranging, timing, timbre... and in such a visually engaging way - great bridge to more complex music programs.\n\n#365Tunes2021 #AppleEDUchat https://t.co/JbVYQRrIzw'"
916,b'RT @_ehughes_: Markup on #iPad is just the best! \xe2\x9b\xb0 \n#AppleEDUchat #EveryoneCanCreate #ADE2021 #AppleTeacher #OutdoorLearning \xf0\x9f\x8c\x8d https://t.co\xe2\x80\xa6'
917,b'RT @_ehughes_: Markup on #iPad is just the best! \xe2\x9b\xb0 \n#AppleEDUchat #EveryoneCanCreate #ADE2021 #AppleTeacher #OutdoorLearning \xf0\x9f\x8c\x8d https://t.co\xe2\x80\xa6'
918,b'Markup on #iPad is just the best! \xe2\x9b\xb0 \n#AppleEDUchat #EveryoneCanCreate #ADE2021 #AppleTeacher #OutdoorLearning \xf0\x9f\x8c\x8d https://t.co/UmWIEogVnb'
919,b'Spending the weekend before all children return to school with my lovely family - attempting to not feel anxious. Very much looking forward to seeing my class again \xe2\x9d\xa4\xef\xb8\x8f #AppleEduChat #teaching #edutwitter what is everyone else up to? https://t.co/IzrxBhjzdV'
920,"b'RT @mat6453: The @BAPrimaryUSW students completed an excellent remote action enquiry placement recently, leading to amazing insights into w\xe2\x80\xa6'"
921,b'What do you believe are the key priorities for schools over the next few years? #edchat #edutwitter #AppleEduChat'
922,"b'RT @cre8Rt: This year sophomores in Studio Art @Stringtheoryedu took on the challenge of the #GoalsProject They used their art to respond,\xe2\x80\xa6'"
923,b'RT @RonitShapiro: Have you added Music Recognition to your Control Center yet?! My favorite new toy!! #AppleEDUchat https://t.co/0H6Q68vWqf'
924,b'RT @klbeasley: #MediaMentorMonth RECOMMENDS Screenwise \nby @devorahheitner - offering a realistic &amp; optimistic perspective \non how to guide\xe2\x80\xa6'
925,"b'The @BAPrimaryUSW students completed an excellent remote action enquiry placement recently, leading to amazing insights into what has and hasn\xe2\x80\x99t worked in schools with technology and learning, next steps, get these published #appleeduchat https://t.co/3fqKi3tNbP'"
926,b'RT @RonitShapiro: Have you added Music Recognition to your Control Center yet?! My favorite new toy!! #AppleEDUchat https://t.co/0H6Q68vWqf'
927,"b'RT @_ehughes_: So, is it possible to do #KeynoteOrigami  w/ 18 yr old #Geography Ss &amp; link it to our curriculum, even though 1/2 don\xe2\x80\x99t have\xe2\x80\xa6'"
928,b'Charging. For my next week lessons in classroom..\xf0\x9f\x8c\x9f @AppleEDU #AppleEDUchat https://t.co/TacPF5NCcI'
929,"b""We'd a special class that students discussed with four specialists about #SDGs' four targets.Learning, having own opinions and taking actions are important.And we\xe2\x80\x99d make it important to think it as their own things. #AppleEDUchat @AppleEDU #\xe9\xbe\x8d\xe8\xb0\xb7\xe4\xb8\xad\xe5\xad\xa6\xe6\xa0\xa1 https://t.co/flEnWkItbE"""
930,b'RT @RonitShapiro: Have you added Music Recognition to your Control Center yet?! My favorite new toy!! #AppleEDUchat https://t.co/0H6Q68vWqf'
931,b'RT @_ehughes_: Delighted that we have hit a significant milestone in our school: \n\xe2\xad\x90\xef\xb8\x8f 50% of our teachers have now become an #AppleTeacher f\xe2\x80\xa6'
932,b'RT @techclassrocks: Super excited to share...\xf0\x9f\x98\x8a\nA book \xf0\x9f\x93\x96 I designed for sparking curiosity and creativity w/ Origami while building essentia\xe2\x80\xa6'
933,b'RT @RonitShapiro: Have you added Music Recognition to your Control Center yet?! My favorite new toy!! #AppleEDUchat https://t.co/0H6Q68vWqf'
934,b'RT @klbeasley: #MediaMentorMonth RECOMMENDS Screenwise \nby @devorahheitner - offering a realistic &amp; optimistic perspective \non how to guide\xe2\x80\xa6'
935,"b'RT @techclassrocks: 3rd grade is taking their #KeynoteOrigami to the next level!\n\xe2\x9d\xa4\xef\xb8\x8f the use of drawing tools, combined w/ shapes to create\xe2\x80\xa6'"
936,b'#MediaMentorMonth RECOMMENDS Screenwise \nby @devorahheitner - offering a realistic &amp; optimistic perspective \non how to guide \nkids in the digital age https://t.co/wzoHLO9lay\n\n\xf0\x9f\x91\x89\xf0\x9f\x8f\xbc All activities available at https://t.co/trVuMZJB2d\n\n#AppleEDUchat #GoogleEI #MIEExpert #digcit https://t.co/rTq7aSReAs'
937,b'RT @JamfSoftware: #EdTechX is fast approaching and we are delighted to announce that @andrewjewell will join our panel discussion on the fu\xe2\x80\xa6'
938,b'RT @techclassrocks: #KeynoteOrigami is perfect for early learners\xe2\x80\xa6 sparking creativity and building #Keynote skills!  Want to get started?\xe2\x80\xa6'
939,"b'RT @_ehughes_: So, is it possible to do #KeynoteOrigami  w/ 18 yr old #Geography Ss &amp; link it to our curriculum, even though 1/2 don\xe2\x80\x99t have\xe2\x80\xa6'"
940,b'RT @RonitShapiro: Have you added Music Recognition to your Control Center yet?! My favorite new toy!! #AppleEDUchat https://t.co/0H6Q68vWqf'
941,b'RT @mat6453: Thanks to those that attended the session on Getting Started with Podcasting from the @SouthWalesRTC If you couldn\xe2\x80\x99t make it y\xe2\x80\xa6'
942,"b'Check this out! \xe2\xac\x87\xef\xb8\x8f 7th grade Texas History educators @coppelleast engage learners in content using a learning journal. Learners are able to process, make meaning, &amp; reflect in the way that works best for them using the rich media options Pages offers. #CISDOurStory #AppleEDUchat https://t.co/iGGS77MtSF'"
943,b'RT @RonitShapiro: Have you added Music Recognition to your Control Center yet?! My favorite new toy!! #AppleEDUchat https://t.co/0H6Q68vWqf'
944,"b'Using #Notes to think through our \xe2\x80\x9cOne Word, One Image, One Theme\xe2\x80\x9d plan for our Biographical Articles! \n\n#iLearnNKC #appleEDUchat #nkcchat #mbproud @MBRoadrunners https://t.co/GbSjSMYqyV'"
945,b'RT @_ehughes_: Delighted that we have hit a significant milestone in our school: \n\xe2\xad\x90\xef\xb8\x8f 50% of our teachers have now become an #AppleTeacher f\xe2\x80\xa6'
946,"b'RT @EDUcre8ive: \xf0\x9f\x92\xa1\n\nCheck it teachers \xe2\xac\x87\xef\xb8\x8f\xe2\x9d\x97\xef\xb8\x8f\nCan your screen recording app do this\xe2\x9d\x93\n\nBecause creativity engages minds, open doors, and gets le\xe2\x80\xa6'"
947,b'RT @RonitShapiro: Have you added Music Recognition to your Control Center yet?! My favorite new toy!! #AppleEDUchat https://t.co/0H6Q68vWqf'
948,b'RT @Shapes3D: Take your students outside and explore 3d shapes in #AugmentedReality with @Shapes3D Geometry Learning app\nhttps://t.co/tKIjC\xe2\x80\xa6'
949,b'RT @cgalleyedu: The @Shapes3D Shapes Create app is great for learning about volume using AR. Get students to create their own solids and ca\xe2\x80\xa6'
950,"b'3rd grade is taking their #KeynoteOrigami to the next level!\n\xe2\x9d\xa4\xef\xb8\x8f the use of drawing tools, combined w/ shapes to create a scene and motion path animation FTW \xf0\x9f\x99\x8c\xf0\x9f\x8f\xbb\xf0\x9f\x90\xb8!\n\nDownload the \xf0\x9f\x93\x96 here\xe2\x9e\xa1\xef\xb8\x8f https://t.co/cGQCI3idcS\n\n#AppleEDUchat #ADE2021 #EveryoneCanCreate #AppleTeacher #Keynote https://t.co/Sn6VsYtT5A'"
951,b'RT @_ehughes_: Delighted that we have hit a significant milestone in our school: \n\xe2\xad\x90\xef\xb8\x8f 50% of our teachers have now become an #AppleTeacher f\xe2\x80\xa6'
952,"b'RT @_ehughes_: To support students as we begin the @JctGeography Classroom-Based Assessment 1 - #Geography in the News, I created this inte\xe2\x80\xa6'"
953,"b'RT @_ehughes_: So, is it possible to do #KeynoteOrigami  w/ 18 yr old #Geography Ss &amp; link it to our curriculum, even though 1/2 don\xe2\x80\x99t have\xe2\x80\xa6'"
954,"b'RT @_ehughes_: So, is it possible to do #KeynoteOrigami  w/ 18 yr old #Geography Ss &amp; link it to our curriculum, even though 1/2 don\xe2\x80\x99t have\xe2\x80\xa6'"
955,"b'This year sophomores in Studio Art @Stringtheoryedu took on the challenge of the #GoalsProject They used their art to respond, inform, and advocate; coming together while still in virtual learning. #iPadart #Pages #AppleEDUchat #everyonecancreate https://t.co/QVtrxAXqYs'"
956,"b'RT @EDUcre8ive: \xf0\x9f\x92\xa1\n\nCheck it teachers \xe2\xac\x87\xef\xb8\x8f\xe2\x9d\x97\xef\xb8\x8f\nCan your screen recording app do this\xe2\x9d\x93\n\nBecause creativity engages minds, open doors, and gets le\xe2\x80\xa6'"
957,"b'\xf0\x9f\x92\xa1\n\nCheck it teachers \xe2\xac\x87\xef\xb8\x8f\xe2\x9d\x97\xef\xb8\x8f\nCan your screen recording app do this\xe2\x9d\x93\n\nBecause creativity engages minds, open doors, and gets learners genuinely invested. \n\n#edtech #MIEExpert #AppleEDUchat #chromebook @PBCtrailblazers @mdcpsdigiteam @OCPSinnovation @nycdoeizone #edchat https://t.co/dWHvpqVQxA'"
958,b'Have you added Music Recognition to your Control Center yet?! My favorite new toy!! #AppleEDUchat https://t.co/0H6Q68vWqf'
959,"b'RT @_ehughes_: So, is it possible to do #KeynoteOrigami  w/ 18 yr old #Geography Ss &amp; link it to our curriculum, even though 1/2 don\xe2\x80\x99t have\xe2\x80\xa6'"
960,"b'RT @_ehughes_: So, is it possible to do #KeynoteOrigami  w/ 18 yr old #Geography Ss &amp; link it to our curriculum, even though 1/2 don\xe2\x80\x99t have\xe2\x80\xa6'"
961,"b'RT @AppleEDU: Join us for our very first India #AppleEDUChat on Thursday, September 24th. Discuss strategies for bringing creativity into d\xe2\x80\xa6'"
962,b'Fives is born: the first iPad film for safe and  comfort\nMaking the fives screen protector fit into your daily life.\nMore Protection for You and Your children.\n\n#AppleEDUchat #ade2021 #AppleEDULeaderChat #ipadkids #iPadPro #fivesscreenprotector #SafetyFirst #comfort https://t.co/dJnjCQiYF5'
963,"b'So, is it possible to do #KeynoteOrigami  w/ 18 yr old #Geography Ss &amp; link it to our curriculum, even though 1/2 don\xe2\x80\x99t have iPads? \nYup! Because, @techclassrocks also gave a paper option &amp; we\xe2\x80\x99re learning about adaptions in Hot Desert biomes \xf0\x9f\xa6\x8a\xf0\x9f\x8c\xb5 \n#AppleEDUchat #EveryoneCanCreate https://t.co/Dq0ffXb5ln https://t.co/fJqSaOccKt'"
964,b'So proud of @Fern_Morrison_  You ARE extraordinary! #womeninCLEANtech #edtech207 #AppleEDUchat https://t.co/v7fvAmFqO3'
965,b'RT @techclassrocks: #KeynoteOrigami is perfect for early learners\xe2\x80\xa6 sparking creativity and building #Keynote skills!  Want to get started?\xe2\x80\xa6'
966,b'RT @karlyb: Student AR book scene created in @ARMakrApp showing Joseph and his coat of many colors. Thanks @JacobWoolcock for your great tu\xe2\x80\xa6'
967,"b'RT @EpicElementary: Our US Symbols through the eyes of Studio One leaders. Choice in research, choice in materials and design, Voice in sha\xe2\x80\xa6'"
968,b'So many great ADE authored books out there for FREE! Amazing resources for our teachers! #appleteacher #AppleEDULeaderChat #AppleEDUchat https://t.co/KmcUyV3iey'
969,"b'RT @techclassrocks: Day 64: Friday Vibes\n\nJust a quiet morning playing around with new synths, sounds and colors.  Up next... accordion mus\xe2\x80\xa6'"
970,b'Watching these little honeys see that their commands make a little guy move was all the feels. #icancode #everyonecancode #AppleEDUchat @AprilRequard https://t.co/W1qYoWnf0r'
971,"b""RT @MrsHMacGregor: What happens when a teacher records a 'sea shanty...?'\n#musichelpsuslearn #EveryoneCanCreate #appleteacher #AppleEDUchat\xe2\x80\xa6"""
972,"b'Day 64: Friday Vibes\n\nJust a quiet morning playing around with new synths, sounds and colors.  Up next... accordion music for @chriswoodteach.\n\n#365Tunes2021 #AppleEDUchat #EveryoneCanCreate #LogicPro https://t.co/sp9ZzDV7pB'"
973,b'RT @CASCougars: Tomorrow is our school wide #creativity celebration! Stay tuned to see how our students use their iPads to create and innov\xe2\x80\xa6'
974,b'RT @mat6453: Thanks to those that attended the session on Getting Started with Podcasting from the @SouthWalesRTC If you couldn\xe2\x80\x99t make it y\xe2\x80\xa6'
975,b'Join our female students to celebrate #InternationalWomensDay @EdtechDemo @AppleEDU @MediaandGaming #AppleEDUchat #gaming #girlsingames https://t.co/y3c668Op53'
976,b'RT @Peek2021: This morning we ares starting the morning reading postcards from across \xf0\x9f\x87\xba\xf0\x9f\x87\xb8 and \xf0\x9f\x87\xac\xf0\x9f\x87\xa7 we would love to receive some more. #AppleE\xe2\x80\xa6'
977,b'This morning we ares starting the morning reading postcards from across \xf0\x9f\x87\xba\xf0\x9f\x87\xb8 and \xf0\x9f\x87\xac\xf0\x9f\x87\xa7 we would love to receive some more. #AppleEDUchat #EveryoneCanCreate #PeekPostcards https://t.co/du082JvBUY'
978,b'Delighted that we have hit a significant milestone in our school: \n\xe2\xad\x90\xef\xb8\x8f 50% of our teachers have now become an #AppleTeacher for @AppleEDU #iPad \xe2\xad\x90\xef\xb8\x8f \nSo proud of all their efforts with professional learning! \n#AppleEDUchat #EveryoneCanCreate #AppleEDULeaderChat #ADE2021 https://t.co/tpO1D8l1Px'
979,b'Seeing some issues with M1 Macs and Swift Plagrounds. The MeeBot Playgrounds just will not load. This directly effects the #EveryoneCanCode Puzzles Activities. Anyone have a fix? #ADE2021 #AppleEDUChat @AppleEDU'
980,b'RT @mat6453: Thanks to those that attended the session on Getting Started with Podcasting from the @SouthWalesRTC If you couldn\xe2\x80\x99t make it y\xe2\x80\xa6'
981,b'RT @mat6453: Thanks to those that attended the session on Getting Started with Podcasting from the @SouthWalesRTC If you couldn\xe2\x80\x99t make it y\xe2\x80\xa6'
982,b'RT @mat6453: Thanks to those that attended the session on Getting Started with Podcasting from the @SouthWalesRTC If you couldn\xe2\x80\x99t make it y\xe2\x80\xa6'
983,"b'@LangstonEdTech I\xe2\x80\x99ve been trying to do a bit more with it as well. From location based to simple to-do lists. The fact that it can take URLs, images, indents, sub lists, multiple lists and shortcuts integration makes it so useful. #AppleEDUChat #AppleEDULeaderChat'"
984,b'@KammasKersch Great resource to share with leaders and schools. Give them an idea of the \xe2\x80\x98art of the possible\xe2\x80\x99 as my buddy @mat6453 is fond of saying. I like to think that giving schools an approach to their journey is most useful. Apple Teacher+ #AppleEDUChat #AppleEDULeaderChat'
985,b'RT @mcoutts81: A4: Notes and reminders are a big part of my workflow. I work from iPad and am trying to find ways to help teachers plan. Ta\xe2\x80\xa6'
986,b'RT @its_morgancave: A4 Our teachers have loved all of the virtual learning opportunities from Apple this year - both formal and informal (l\xe2\x80\xa6'
987,"b'RT @mcoutts81: A3: review, reflect, and share. When in class I always had an open door policy. Ask me anything etc. Working with multiple s\xe2\x80\xa6'"
988,b'A4 Our teachers have loved all of the virtual learning opportunities from Apple this year - both formal and informal (like #appleeduchat!). The Everyone Can Create guides are great resources to start with when looking to innovate how Ss show learning. #AppleEDULeaderChat https://t.co/OWE9VNBtEv'
989,"b'A4: Notes and reminders are a big part of my workflow. I work from iPad and am trying to find ways to help teachers plan. Taking the kanban, SCRUM project management style approach. To do/Doing/Done. It\xe2\x80\x99s true 21st century approaches #AppleEDUChat #AppleEDULeaderChat https://t.co/J3A69LNR9i'"
990,"b'A3: review, reflect, and share. When in class I always had an open door policy. Ask me anything etc. Working with multiple schools now my philosophy is still skill based, not just here\xe2\x80\x99s the example but here\xe2\x80\x99s how to map your own journey #AppleEDUChat #AppleEDULeaderChat https://t.co/5J4nv5a1aN'"
991,"b'@KammasKersch Thanks Kammas. Certainly been inspired by so many of our fellow ADEs, that finding new ways to bring creativity into classroom workflows is an awesome challenge. Thats been my growth. I\xe2\x80\x99m sure its the same for so many of us #AppleEDUChat #AppleEDULeaderChat'"
992,"b'@kellycroy Thanks, I really appreciate that. iOS &amp; iPadOS are such an important part of learning for so many teachers &amp; students. #Shortcuts is another way I\xe2\x80\x99ve tried to help reduce workload for staff #AppleEDUChat #AppleEDULeaderChat'"
993,"b'A2 my aim has always been to showcase what is possible out of the box. Using built in apps and features, focussing on the skills that can be used across apps and subjects. Plus I like to share resources like these https://t.co/vGhyhglWJP\n\n#AppleEDUChat #AppleEDULeaderChat https://t.co/W0Rvbr3moD'"
994,"b'A1 sharing is caring. Celebrating the work that both students &amp; staff produce, as well as the journey that staff take in their own PD is a great way to establish a culture of continued innovation &amp; sharing #AppleEDUChat  #AppleEDULeaderChat'"
995,b'RT @mcoutts81: Evening everyone. I\xe2\x80\x99m Martin from the NE of \xf0\x9f\x8f\xb4\xf3\xa0\x81\xa7\xf3\xa0\x81\xa2\xf3\xa0\x81\xb3\xf3\xa0\x81\xa3\xf3\xa0\x81\xb4\xf3\xa0\x81\xbf and I\xe2\x80\x99m an independent \xef\xa3\xbf Professional Learning Specialist. My favourite\xe2\x80\xa6'
