,Tweets
1731,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1732,"b'RT @SamsungIndia: It\xe2\x80\x99s easy to record now, &amp; snap later with the new #GalaxyS21 Ultra 5G &amp; its 8K Video Snap feature! Screenshot the first-\xe2\x80\xa6'"
1733,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1734,"b'RT @SamsungMobile: Can your phone capture all the amazing photos, videos, close-ups and angles with a single click? If not, it\xe2\x80\x99s time to up\xe2\x80\xa6'"
1735,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1736,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1737,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1738,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1739,"b'THAT feeling when you\xe2\x80\x99re late &amp; you can\xe2\x80\x99t find your keys, that\xe2\x80\x99s why I chose #GalaxyTagMyKeys. #SmartTagYoureIt tell @SamsungMobileSA what you would tag 1st &amp; you\xe2\x80\x99re entered into the draw to WIN a #GalaxyS21, Smart Tag &amp; Buds pro! Ts &amp; Cs apply.'"
1740,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1741,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1742,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1743,"b'THAT feeling when you\xe2\x80\x99re late &amp; you can\xe2\x80\x99t find your keys, that\xe2\x80\x99s why I chose #GalaxyTagMyKeys. #SmartTagYoureIt tell @SamsungMobileSA what you would tag 1st &amp; you\xe2\x80\x99re entered into the draw to WIN a #GalaxyS21, Smart Tag &amp; Buds pro! Ts &amp; Cs apply.'"
1744,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1745,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1746,"b'THAT feeling when you\xe2\x80\x99re late &amp; you can\xe2\x80\x99t find your keys, that\xe2\x80\x99s why I chose #GalaxyTagMyKeys. #SmartTagYoureIt tell @SamsungMobileSA what you would tag 1st &amp; you\xe2\x80\x99re entered into the draw to WIN a #GalaxyS21, Smart Tag &amp; Buds pro! Ts &amp; Cs apply.'"
1747,"b""RT @samsungID: It's finally here. Witness the EPIC Escape with #GalaxyS21 and @pevpearce @ernestprakasa. Tonight, at 8PM on our Instagram.\xe2\x80\xa6"""
1748,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1749,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1750,"b'Can\xe2\x80\x99t find my car in parking lot = #UtterPanic! With the #GalaxySmartTag, I could tag my car &amp; find it calmly. #SmartTagYoureIt, tell @SamsungMobileSA what your 1st reaction is &amp; enter the draw to WIN a #GalaxyS21, Smart Tag &amp; Buds pro! Ts&amp;Cs apply'"
1751,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1752,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1753,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1754,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1755,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1756,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1757,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1758,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1759,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1760,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1761,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1762,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1763,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1764,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1765,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1766,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1767,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1768,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1769,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1770,b'RT @SamsungMobile: It\xe2\x80\x99s all in the details. Literally. Upgrade to epic details with a 108MP camera of the new #GalaxyS21 Ultra that capture\xe2\x80\xa6'
1771,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1772,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1773,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1774,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1775,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1776,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1777,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1778,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1779,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1780,"b'Have a lot on my mind so I chose #MemorizeMySpot. With the #GalaxySmartTag, I have 1 less thing to worry about. #SmartTagYoureIt, tell @SamsungMobileSA what your 1st reaction is &amp; enter the draw to WIN a #GalaxyS21, Smart Tag and Buds pro! Ts&amp;Cs apply.'"
1781,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1782,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1783,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1784,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1785,b'RT @SamsungMobile: It\xe2\x80\x99s all in the details. Literally. Upgrade to epic details with a 108MP camera of the new #GalaxyS21 Ultra that capture\xe2\x80\xa6'
1786,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1787,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1788,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1789,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1790,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1791,"b'THAT feeling when you\xe2\x80\x99re late &amp; you can\xe2\x80\x99t find your keys, that\xe2\x80\x99s why I chose #GalaxyTagMyKeys. #SmartTagYoureIt tell @SamsungMobileSA what you would tag 1st &amp; you\xe2\x80\x99re entered into the draw to WIN a #GalaxyS21, Smart Tag &amp; Buds pro! Ts &amp; Cs apply.'"
1792,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1793,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1794,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1795,b'Spaceship Pillow Sham https://t.co/9sjInK9WVN \n10% off Today \n#Accessories #bedroom #Homeoftheyear #homedesigns #homedecoration #ar\xc4\xb1za #LaCafeteraConMOCIONES #ArtistOnTwitter #paintings #superstraight #OVNI #GalaxyS21 @Almanz_art @Laura98577080 @Society6max @live_heroes'
1796,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1797,"b'RT @SamsungIndia: It\xe2\x80\x99s easy to record now, &amp; snap later with the new #GalaxyS21 Ultra 5G &amp; its 8K Video Snap feature! Screenshot the first-\xe2\x80\xa6'"
1798,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1799,"b'Have a lot on my mind so I chose #MemorizeMySpot. With the #GalaxySmartTag, I have 1 less thing to worry about. #SmartTagYoureIt, tell @SamsungMobileSA what your 1st reaction is &amp; enter the draw to WIN a #GalaxyS21, Smart Tag and Buds pro! Ts&amp;Cs apply.'"
1800,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1801,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1802,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1803,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1804,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1805,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1806,"b'I\xe2\x80\x99m a dreamer, my head\xe2\x80\x99s in the clouds, I think I might need to #GalaxyTagMyself when my daydreams run away with me \xef\x81\x8a. #SmartTagYoureIt, tell @SamsungMobileSA what you\xe2\x80\x99d tag 1st, enter into the draw to WIN a #GalaxyS21, Smart Tag and Buds pro! Ts&amp;Cs apply'"
1807,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1808,b'RT @SamsungMobile: There\xe2\x80\x99s no such thing as too much zoom. Upgrade to epic zoom with the new #GalaxyS21 Ultra. 100x zoom brings you closer\xe2\x80\xa6'
1809,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1810,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1811,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1812,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1813,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1814,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1815,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1816,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1817,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1818,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1819,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1820,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1821,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1822,b'RT @TrueLoveMag: Want to win a #GalaxyS21 Series 5G with @SamsungMobileSA ? Simply tell us what\xe2\x80\x99s your favourite feature. Click here to ent\xe2\x80\xa6'
1823,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1824,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1825,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1826,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1827,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1828,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1829,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1830,b'RT @TechnicalGuruji: LIKE and RT..#GalaxyS21 #TGFamily...\nLove you Guys... https://t.co/6gvp9PHGKS'
1831,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1832,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1833,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1834,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1835,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1836,"b'RT @SamsungMobileSA: The #GalaxySmartTag, lets you find whatever it\xe2\x80\x99s attached to! We\xe2\x80\x99re giving you a chance to WIN a #GalaxyS21, #GalaxySm\xe2\x80\xa6'"
1837,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1838,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1839,b'RT @TechnicalGuruji: Hello #TGFamily...\n21 #GalaxyS21 Smartphones for you\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\n- LIKE\n- RT with #GalaxyS21 \n- Follow @TechnicalGuruji \n- Ruko\xe2\x80\xa6'
1840,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1841,b'RT @TechnicalGuruji: 21 #GalaxyS21\xe2\x80\x8b Smartphones For You - Epic Experience!!!\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\nhttps://t.co/sqXI71JtkQ via @YouTubeIndia @SamsungIndia htt\xe2\x80\xa6'
1842,"b'RT @SamsungMobileSA: The #GalaxySmartTag, lets you find whatever it\xe2\x80\x99s attached to! We\xe2\x80\x99re giving you a chance to WIN a #GalaxyS21, #GalaxySm\xe2\x80\xa6'"
1843,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1844,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1845,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1846,"b'I\xe2\x80\x99m always so sure where I parked, but mostly I have to #LookForAnHour. A #GalaxySmartTag would save so much time. #SmartTagYoureIt, tell @SamsungMobileSA what your 1st reaction is &amp; enter the draw to WIN a #GalaxyS21, Smart Tag &amp; Buds pro! Ts&amp;Cs apply.'"
1847,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1848,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1849,"b'Have a lot on my mind so I chose #MemorizeMySpot. With the #GalaxySmartTag, I have 1 less thing to worry about. #SmartTagYoureIt, tell @SamsungMobileSA what your 1st reaction is &amp; enter the draw to WIN a #GalaxyS21, Smart Tag and Buds pro! Ts&amp;Cs apply.'"
1850,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1851,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1852,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1853,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1854,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1855,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1856,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1857,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1858,"b'RT @SamsungMobileSA: The #GalaxySmartTag, lets you find whatever it\xe2\x80\x99s attached to! We\xe2\x80\x99re giving you a chance to WIN a #GalaxyS21, #GalaxySm\xe2\x80\xa6'"
1859,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1860,"b'THAT feeling when you\xe2\x80\x99re late &amp; you can\xe2\x80\x99t find your keys, that\xe2\x80\x99s why I chose #GalaxyTagMyKeys. #SmartTagYoureIt tell @SamsungMobileSA what you would tag 1st &amp; you\xe2\x80\x99re entered into the draw to WIN a #GalaxyS21, Smart Tag &amp; Buds pro! Ts &amp; Cs apply.'"
1861,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1862,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1863,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1864,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
