Tweet,Date,Time,Twitter Handle
"@nordoh73 Hi Noreen, I have replied to the DM you sent in relation to this. ^Eve",2023-05-14,08:35:07,talktoBOI
"@DavidBu87384729 Hi David, I have replied to your other tweet in relation to your query. ^Eve",2023-05-14,07:23:46,talktoBOI
"@DavidBu87384729 Hi there, I’ve provided a link below to more information on the T&amp;C’s of a platinum credit card, I hope it helps. https://t.co/SM7iYN9vvM thanks, Eve",2023-05-14,07:22:58,talktoBOI
"@nordoh73 Thanks for coming back to us here. In this case it’d be best to call our customer service desk on 0818365365 and my colleagues can look into this for you. The team is available Monday- Friday from 9am- 5pm and Saturdays from 10am- 2pm. Thanks, Eve",2023-05-14,07:20:06,talktoBOI
That's all from us for today! 😀We'll be back here from 8am tomorrow morning. Enjoy the rest of your evening!👋,2023-05-13,19:03:38,talktoBOI
"@coleyduggs Hi Nicole, thanks for your tweet. Please send us a DM with a screenshot of this transaction and we can assist you further with your transaction query. Thanks, Sarah",2023-05-13,19:01:17,talktoBOI
"@shanepaulwoods Thanks for coming back to me with that update Shane! I am glad to hear you were able to get logged back into the App. Have a lovely evening, Sarah",2023-05-13,17:43:10,talktoBOI
"@Ciara86296049 Hi Ciara, We are investigating this as a priority and we aim to have this resolved as soon as we can. If you require any further update on this you can send us a DM and I can assist you there. Thanks, Sarah",2023-05-13,17:42:05,talktoBOI
"@shanepaulwoods Hi Shane, Thanks for your tweet. Sorry to hear you are experiencing this issue. Can you please send us a DM in relation to this and we can assist you today. Thanks, Sarah",2023-05-13,17:37:18,talktoBOI
"@Rachie_ob @Ria56243735 Hi Rachel, Thanks for your tweet.  I have replied to your DM. Thanks, Sarah",2023-05-13,17:35:04,talktoBOI
"@Ciara86296049 Hi Ciara, If you would like to send us a DM in relation to your query and we can assist you further. Thanks, Sarah",2023-05-13,17:33:06,talktoBOI
"@Ciara86296049 Hi Ciara, Thanks for your tweet. If you would like to send us a DM in relation to your query we can assist you there. Thanks, Sarah",2023-05-13,17:31:34,talktoBOI
"@mdowling72 Thanks for coming back to me with that update. I am glad to hear that you were able to get logged back in. Thanks, Sarah",2023-05-13,17:29:58,talktoBOI
"@jim_jim27 Hi there, Thanks for your tweet. Please send us a DM in relation to the error you are receiving and I can assist your further. Thanks, Sarah",2023-05-13,17:25:52,talktoBOI
"@mdowling72 Hi Michael, Thanks for your tweet. Can you please send us a DM in relation to this and I can assist you there. Thanks, Sarah",2023-05-13,17:24:36,talktoBOI
"@Little7Rose Hi Elaine, Please send us a DM in relation to this and I can certainly assist you if you are experiencing an issue with online payments at the moment. Thanks, Sarah",2023-05-13,17:22:11,talktoBOI
"@IrishSmuggling @Little7Rose Hi there, Thanks for your tweet.  Some of our customers are experiencing difficulties when trying to log into the App at the moment this is not affecting all of our customers. Thanks, Sarah",2023-05-13,17:14:59,talktoBOI
"@Daraemurphy Hi Dara, Thanks for your tweet. We are aware that some customers are experiencing difficulties when trying to log into the App at the moment. We are investigating this as a priority. We apologize for any inconvenience caused by this for you. Thanks, Sarah",2023-05-13,17:04:02,talktoBOI
"@Little7Rose Hi Elaine, Thanks for your tweet. We are aware that some customers are experiencing difficulties when trying to log into the App at the moment. We are investigating this as a priority. We apologize for any inconvenience caused by this for you. Thanks, Sarah",2023-05-13,17:02:48,talktoBOI
"@StevieNicksTD @Little7Rose Hi there, Thanks for your tweet. 

We are aware that some customers are experiencing difficulties when trying to log into the App at the moment. We are investigating this as a priority. We apologize for any inconvenience caused by this for you. Thanks, Sarah",2023-05-13,17:01:55,talktoBOI
"@Ciara86296049 @holly74895064 I am sorry to hear this Ciara. We are investigating this as a priority. We apologize for any inconvenience caused at the moment for you. Thanks, Sarah",2023-05-13,16:52:09,talktoBOI
"@C_Sully1 Hi Cara, Thanks for your tweet. We are aware that some customers are experiencing difficulties when trying to log into the App at the moment. We are investigating this as a priority. We apologize for any inconvenience caused by this. Thanks, Sarah",2023-05-13,16:49:24,talktoBOI
"@Sinead1510 Hi Sinead, Thanks for your tweet. We are aware that some customers are experiencing difficulties when trying to log into the App at the moment. We are investigating this as a priority. We apologize for any inconvenience caused by this. Thanks, Sarah",2023-05-13,16:48:40,talktoBOI
"@Ciara86296049 Hi Ciara, Thanks for your tweet. We are aware that some customers are experiencing difficulties when trying to log into the App at the moment. We are investigating this as a priority. We apologize for any inconvenience caused by this. Thanks, Sarah",2023-05-13,16:45:44,talktoBOI
"@Ria56243735 Hi Ria, Thanks for your tweet. We are aware that some customers are experiencing difficulties when trying to log into the App at the moment. We are investigating this as a priority. We apologize for any inconvenience caused by this. Thanks, Sarah",2023-05-13,16:45:17,talktoBOI
"@seanq2007 @StacyTemple1 @holly74895064 We appreciate the feedback on this and I will certainly forward this on to the relevant team. Again, sorry for any inconvenience caused by this for you at the moment. Thanks, Sarah",2023-05-13,16:44:35,talktoBOI
"@seanq2007 @StacyTemple1 @holly74895064 Hi there, Thanks for your tweet. We are aware that some customers are experiencing difficulties when trying to log into the App at the moment. We are investigating this as a priority. We apologize for any inconvenience caused by this. Thanks, Sarah",2023-05-13,16:40:29,talktoBOI
"@katiexkelly Hi Katie, Thanks for your tweet. We are aware that some customers are experiencing difficulties when trying to log into the App at the moment. We are investigating this as a priority. We apologize for any inconvenience caused by this. Thanks, Sarah",2023-05-13,16:39:25,talktoBOI
"@StacyTemple1 @holly74895064 We are aware that some customers are experiencing difficulties when trying to log into the App at the moment. We are investigating this as a priority. We apologize for any inconvenience caused by this. Thanks, Sarah",2023-05-13,16:34:46,talktoBOI
"@eoinofarrellKK @holly74895064 We are aware that some customers are experiencing difficulties when trying to log into the App at the moment. We are investigating this as a priority. We apologize for any inconvenience caused by this. Thanks, Sarah",2023-05-13,16:33:28,talktoBOI
"@ASLSAFETYTRAIN We are aware that some customers are experiencing difficulties when trying to log into the App at the moment. We are investigating this as a priority. We apologize for any inconvenience caused by this. Thanks, Sarah",2023-05-13,16:32:12,talktoBOI
"@holly74895064 Thanks for coming back to me with that update. I am glad to hear you were able to get logged back in. Please ensure you have strong internet connection when trying to log in as this can interfere with logging in if the connection is poor. Thanks, Sarah",2023-05-13,16:14:27,talktoBOI
"@holly74895064 Hi Holly, Thanks for your tweet. There has been no reports of log in issues on the App at the moment. Can I ask what is the error message you are getting when trying to log in at the moment? Thanks, Sarah",2023-05-13,16:09:14,talktoBOI
"@BrendanMooney8 Hi Brendan, thanks for getting in touch. I am sorry to hear this. The app is working as normal today. Could I ask you to restart your phone to see if this helps, please? Thanks, Megan",2023-05-13,14:41:14,talktoBOI
"@_k_pavel You're very welcome! Thanks so much, you too ☺️ Thanks, Megan",2023-05-13,12:47:42,talktoBOI
"@_k_pavel Hi, thanks for getting in touch. If you are a BOI customer, this should be returned to your account automatically within 5 working days. If you are with another bank, please contact them to discuss time frames. Thanks, Megan",2023-05-13,12:41:02,talktoBOI
"@stayoumay Hi, thanks for getting in touch. I’m sorry to hear this. Can I ask if you’re getting any error messages? Thanks, Megan",2023-05-13,10:39:02,talktoBOI
"@LennomB Hi Lennom, how can we help you today? Thanks, Megan",2023-05-13,10:08:50,talktoBOI
"@Michell90926638 Hi Michelle, thanks for getting in touch. Are you trying ti activate the card or complete an online transaction? Thanks, Megan",2023-05-13,09:24:51,talktoBOI
"@irishdec316 Hi Declan, we have responded to your DM. Thanks, Megan",2023-05-13,08:21:41,talktoBOI
"@DevlinAnnmarie Hi, thanks for getting back to us. If you could send us a DM we can assist you further from there. Thanks, Megan",2023-05-13,07:10:26,talktoBOI
That's all from us here for today. We will be back from 8am tomorrow to help with your queries. Happy Friday!,2023-05-12,19:00:14,talktoBOI
@tczippy If you are willing to provide your full name and contact number through DM we can send off your request. We do not ask for any account information.  ^Megan,2023-05-12,18:59:30,talktoBOI
"@tczippy Thanks for getting back to us Tom. My colleagues have offered to send a request to the team in relation to your application. These messages are in your DMs. If you can send us your details, we can assist you further. Thanks, Megan",2023-05-12,18:54:38,talktoBOI
"@CiaraPurcell5 Hi Ciara, thanks for getting in touch. IBAN's for new accounts would be sent by text message. If you haven't received this, please email our account opening team at pcaservices@boi.com. One of my colleagues will be happy to help. They reopen from 9am Monday. Thanks, Megan",2023-05-12,18:29:18,talktoBOI
"@tczippy Hi Tom, thanks for your tweet. We have offered further assistance to you with your query during the week if you would like to send us a DM. Thanks, Megan",2023-05-12,16:48:28,talktoBOI
"@OrlaStanley Hi Orla, thanks for getting in touch. I am sorry to hear this. Can I ask what difficulty you're having with business online? Thanks, Megan",2023-05-12,16:33:25,talktoBOI
"@RheaPilat Hi, thanks for getting in touch. Transactions can stay in the in progress tab of your account for a few days. This does not mean that the transfer is not complete. Thanks, Megan",2023-05-12,15:38:56,talktoBOI
"@MsMeganOh You're very welcome! Thanks, Megan",2023-05-12,14:18:58,talktoBOI
"@jgfca0818 Hi there, thanks for getting in touch. Please call us on 01 6113333, team is available weekdays 9am to 5pm. My colleague will happily assist you. Thanks,Niamh.",2023-05-12,14:12:08,talktoBOI
"@MsMeganOh Thanks for your tweet.  Apologies for the confusion. FX rate is decided by Visa. Please see the attached link for our exchange rate calculator. https://t.co/JoPQzSt7Nq. Thanks,Niamh.",2023-05-12,14:02:10,talktoBOI
"@MsMeganOh Hi there, thanks for getting in touch with us here. For using your visa debit card in a foreign currency you will be charged 2% of transaction value or a Maximum €11.43 per transaction. Please see the attached link for more information https://t.co/KAcA7Es689. Thanks,Niamh.",2023-05-12,13:56:06,talktoBOI
"@StephanieOLough Hi there, thanks for getting in touch with us here. Sorry to see you are having difficulties, we will check this with our Support Team. Thanks,Niamh.",2023-05-12,13:27:08,talktoBOI
"@Neiloc47 Hi Neill, thanks for getting back to us. We are going to check this out with our technical team. We appreciate your patience. Thanks, Megan",2023-05-12,13:26:46,talktoBOI
"@lovemyhorseys Hi there, thanks for getting in touch with us here. Sorry to see you are having difficulties, we will check this with our Support Team urgently Thanks,Niamh.",2023-05-12,13:26:05,talktoBOI
"@ste_doyle_ Hi, thanks for your tweet. I am sorry to hear this. We are going to check this with our support team. Thank you for flagging this here. Thanks, Megan",2023-05-12,13:25:56,talktoBOI
"@enda8402 @Neiloc47 @Duffs1 Hi there, thanks for getting in touch with us here. Sorry to see you are having difficulties, we will check this with our Support Team. Thanks,Niamh.",2023-05-12,13:25:32,talktoBOI
"@Neiloc47 @Duffs1 Hi there, thanks for your tweet. Sorry to hear you are experiencing issues. May I ask you to please send us a DM with further information. We will assist you to the best of our ability. Thanks, Niamh.",2023-05-12,12:50:25,talktoBOI
"@Duffs1 Thanks for getting back to us here. May I ask you to please DM us with further information. We will assist you to the best of our ability. Thanks,Niamh.",2023-05-12,12:27:46,talktoBOI
"@Duffs1 Thanks for getting in touch with us here. Sorry to hear this. May I ask are you trying to complete an online payment using your visa debit or credit card? Thanks,Niamh.",2023-05-12,12:25:47,talktoBOI
"@macriabhaigh Hi Sean, please send us a DM and we can chat further. Thanks, Anna",2023-05-12,11:41:24,talktoBOI
"@RWinckworth @michaelmcbot Hi Michael, we have no account access on this platform but we can answer general queries. If you have a question about your Credit Card, please send us a DM and our team will guide you in the right direction. Thanks, Anna",2023-05-12,11:24:10,talktoBOI
"@beebeeflyaway You're so welcome Karena. Thanks, Alison",2023-05-12,11:11:02,talktoBOI
"@beebeeflyaway Hi there, thanks for getting in touch with us here. The name on the cheque must match the name on the account. Thanks,Niamh.",2023-05-12,10:58:42,talktoBOI
"@LauraMu80504754 Hi there, thanks for getting in touch with us here, were sorry to hear that this has been your experience. To resolve this you would need to visit your account holding branch and our colleagues here will be happy to look into this further for you. Thanks,Niamh.",2023-05-12,09:56:07,talktoBOI
"@harrytrafford3 Thanks for the tweet. Apologies for any inconvenience caused. May I ask you to please send us a DM with further information. We will assist you to best of our ability. Thanks,Niamh.",2023-05-12,07:23:00,talktoBOI
"That's all from us today, We'll be back here from 8AM tomorrow morning to answer your queries. Have a lovely evening👋Thanks, Anna",2023-05-11,19:01:03,talktoBOI
"@AideenMcGrade @bankofireland Hi Aideen, thanks for the tweet. Please contact the team tomorrow morning on 0818 200362 option 3 and one of my colleagues will be happy to raise an ATM dispute. These can only be raised after 48hrs as there's a possibility the funds can bounce back in. Lines open 9AM-5PM. Anna",2023-05-11,17:48:11,talktoBOI
"@PhilHippy Hi there, Your son will need a form of Photo ID( Passport or Driving License. ) In this case, he can head into his local BOI Branch with another form of Photo ID but this is down to the branches discretion as to whether they will accept this or not. Thanks, Anna",2023-05-11,17:25:12,talktoBOI
"@harrytrafford3 Hi Harry, thanks for the tweet. May I ask what department you are trying to get in contact with ? Thanks, Anna",2023-05-11,17:19:23,talktoBOI
"@nordoh73 Hi Nordoh, thanks for the tweet. Sorry to hear this. Can you please send me a PM so we can chat further. Thanks, Anna",2023-05-11,16:26:24,talktoBOI
"@KeonHt Hi Helen, thanks for the tweet.  Please contact our Deposit team on  0818 200 347 tomorrow morning and one of my colleagues can chat with you further. The team is available weekdays 9AM-5PM. Thanks, Anna",2023-05-11,16:24:36,talktoBOI
"@michaelmcbot Hi Michael, please send us a DM with your query you had on your Credit Card. If you wish to log your feedback or complaint in regards to this, please see here: https://t.co/XiOLq82KY3

Thanks, Anna",2023-05-11,14:41:02,talktoBOI
"@francie770 Hi Frances, thanks for the tweet. We are aware that our customers are still experiencing issues. Sorry for any inconvenience this may have caused, Anna",2023-05-11,14:25:28,talktoBOI
"@michaelmcbot If you could send us a DM with a little more information about your query we will do our very best to help you here. Thanks, Megan",2023-05-11,13:15:58,talktoBOI
"@michaelmcbot Thanks for getting back to me, Michael. I am sorry that you were holding for so long and for your experience. Can I ask if your query was resolved on the phone call, please? If you have any general queries, please send us a DM. Thanks, Megan",2023-05-11,13:10:44,talktoBOI
"@michaelmcbot Hi Michael, thanks for getting in touch. I am sorry to hear that you are unhappy with the service. Can I ask what your query was in relation to, please? Thanks, Megan",2023-05-11,13:03:23,talktoBOI
"@nordoh73 Hi, thanks for getting in touch. I am sorry to hear of your experience. Can I ask if my colleagues have sent out the correct card for you? Thanks, Megan",2023-05-11,13:01:51,talktoBOI
"@francie770 Thanks for getting back to us Frances. Please be assured that our technical teams are working on this to be resolved as soon as possible. We apologise for any inconvenience. Thanks, Megan",2023-05-11,12:26:32,talktoBOI
"@PatOBrienAvalon Thanks for getting back to us, Pádraig. We are working to resolve this as soon as possible. Once there is an update it will be posted on our status page. We apologise for any inconvenience. Thanks, Megan",2023-05-11,12:25:00,talktoBOI
"@GeoffreyCarmody Hi Geoffrey, thanks for the tweet. Approvals should be reaching you as normal. May we ask you to send a DM and we can go through some checks with you? Thanks, Alison",2023-05-11,11:13:31,talktoBOI
"@DeclanAherne Hi, thanks for getting in touch. I am sorry to hear of your experience. If you could kindly send us a DM we can assist you further there. Thanks, Megan",2023-05-11,10:57:19,talktoBOI
"@Kuolichun2 Hi, thanks for getting in touch. To change your number and report your card lost, please contact our customer service team on 0818200362 or 0035312500362 from abroad. If you select option 3 you will get through to an agent who will be happy to help. Thanks, Megan",2023-05-11,10:15:36,talktoBOI
"@Kuolichun2 Hi there, thanks for getting in touch. Sorry to hear this. Please call us on 0818 365 365, team is available weekdays 9am to 5pm and Saturday 10am-2pm. My colleague will happily assist you in amending your mobile and ordering a replacement debit card. Thanks,Niamh.",2023-05-11,10:15:33,talktoBOI
"@PatOBrienAvalon Hi there, thanks for getting in touch with us here. We are aware of issues with Business On Line. Technical Teams are working to resolve these issues as soon as possible. Please visit BOL STATUS for further information. https://t.co/PVFP7b0yDZ. Thanks,Niamh.",2023-05-11,10:08:44,talktoBOI
"@francie770 Hi Frances, thanks for your tweet. We are aware of issues with Business On Line. Technical Teams are working to resolve these issues as soon as possible. Please see our BOL status page for updates. Thanks, Megan https://t.co/hv7jEfO04U",2023-05-11,10:06:45,talktoBOI
"@Ballinree7 Thanks for getting back to us. Our card security team can be reached through email at fpucardsecurity@boi.com. One of my colleagues will be happy to help. Thanks, Megan",2023-05-11,07:26:19,talktoBOI
"@Ballinree7 Hi there, thanks for getting in touch. Sorry to hear this. Have you received any SMS messages from our card security team querying if you recognize a transaction and to reply, 'Yes or No'? Thanks, Niamh.",2023-05-11,07:08:39,talktoBOI
"@SarahRooney102 Hi Sarah, thanks for getting in touch. I am sorry to hear that you are unhappy with the service. If you contact us on 0818200362 from 9am and select option 3 you will get through to an agent who can check why you were asked to go to branch. Thanks, Megan",2023-05-11,07:08:20,talktoBOI
That's all from us for today.🙂We'll be back here from 8am tomorrow morning. Enjoy the rest of your evening! 👋,2023-05-10,19:00:15,talktoBOI
"@mursim99 Hi there, Thanks for your tweet. Sorry to hear this happens after you approve a payment. After you complete the payment close down the App fully and this should resolved this for you. We appreciate your feedback and I will forward this on to the relevant team. Thanks, Sarah",2023-05-10,17:41:28,talktoBOI
"@SquirrelMcNasty Hi there, Thanks for your tweet. If you can send us a DM with a screenshot of the message I will take a further look into this for you. Thanks, Sarah",2023-05-10,16:11:41,talktoBOI
"@tczippy I am sorry to hear you feel this way. If you would like to log a complaint regarding your experience you can by the following link. 
https://t.co/qMFLNmaETD
If you would like us to request the call back on your behalf our DMs are always open. ^Sarah",2023-05-10,15:52:45,talktoBOI
"@tczippy Hi Tom, Sorry to hear you are waiting on an update regarding this. If you would like to send us a DM with your details I can contact the team to request a call back for you. Thanks, Sarah",2023-05-10,15:45:11,talktoBOI
"@damska_ Our account opening team are available from 9am to 5pm Mon-Fri. Thanks, Sarah",2023-05-10,15:04:27,talktoBOI
"@Paullyie Hi Paul, I have checked in with the team regarding this for you. We are aware that some customers are experiencing this log in difficulty at the moment. We are investigating this as a priority. We apologize for any inconvenience caused by this. Thanks, Sarah",2023-05-10,14:46:49,talktoBOI
"@Paullyie Hi Paul, there has been no reports of any log in issues for business online. Can you please try rebooting your device and try log in again? If you still experience this issue you can contact our team on 0818 818 265 and one of my colleagues can escalate this for you today. ^Sarah",2023-05-10,14:37:28,talktoBOI
"@blog_treasures Hi Liam, in this case I'd advise contacting our customer service desk on 0818365365 and one of my colleagues can look into this for you. ^Eve",2023-05-10,12:27:57,talktoBOI
"@blog_treasures Hi Liam, thanks for your Tweet. Are you ordering an up to date statement via your mobile app? Thanks, Eve",2023-05-10,12:19:19,talktoBOI
"@0Brendan00 We have reviewed this for you and the 2nd level application can be supported with a Parent / legal guardian address (1 piece of address verification documentation dated within the last 6 months) https://t.co/kMyReEnvM8. Thanks,Niamh.",2023-05-10,12:04:07,talktoBOI
"@0Brendan00 Hi there, thanks for getting in touch with us here. Sorry to hear this. Unfortunately, the required proof of address documents are necessary for an account application Apologies for any inconvenience caused. Thanks,Niamh.",2023-05-10,11:44:16,talktoBOI
"@RugeroSaul Hi there, thanks for getting in touch with us here. Please call us on +353 1 404 4000 if calling from abroad.  team is available weekdays 9am to 5pm. My colleague will happily assist you. Thanks,Niamh.",2023-05-10,11:39:47,talktoBOI
"@joeosullivan201 Hi there, thanks for getting in touch. You can contact our Lending Team on 0818366100. The team are available weekdays, 9am-5pm. My colleague will happily assist you. Thanks,Niamh.",2023-05-10,11:16:09,talktoBOI
"@neetsymac Hi Anita, thanks for your Tweet. You can can contact our customer service desk on 0818365365 and my colleagues can check this for you. Thanks, Eve",2023-05-10,08:21:13,talktoBOI
"@Ballinree7 You can contact our card security team on freephone 1800946764 to discuss this further with an advisor. Thanks, Eve",2023-05-10,08:12:34,talktoBOI
"@Ballinree7 Hi, thanks for getting in touch. You do not need to provide any travel notice. For information on using your account abroad, please see this link. Thanks, Megan https://t.co/83oVSXh0vk",2023-05-10,08:00:55,talktoBOI
"@DevlinAnnmarie Hi there, thanks for you Tweet. If you have requested a call back from the team please be assured that my colleagues will be in touch as soon as they can. Thanks, Eve",2023-05-10,07:41:56,talktoBOI
"@Chelle9053 Hi, thanks for getting in touch. This document needs to be sent through post to Mortgage Accounts Administration, Bank of Ireland Mortgages, PO Box 13298, Dublin 18. Thanks, Megan",2023-05-10,07:26:48,talktoBOI
That's all from us here this evening👋. We'll be back from 8am to answer your queries. Have a lovely evening 😊,2023-05-09,19:00:18,talktoBOI
"@Timalloy5 @stephen_coyne Thanks for getting back to us here. Sorry to hear this. Rest assured we will ensure to forward on you feedback .If you wish to log a complaint on the situation please see the attached link. https://t.co/QxALI4lVaC. Thanks,Niamh.",2023-05-09,15:45:38,talktoBOI
"@Timalloy5 @stephen_coyne Hi there, thanks for your tweet. Apologies for any inconvenience this may have caused. Thank you for providing feedback here. We will ensure to forward it on on internally. Thanks,Niamh.",2023-05-09,15:03:29,talktoBOI
"@redmond_markj Hi Mark, thanks for the tweet. I'm afraid you can only receive by post. Thanks, Anna",2023-05-09,13:58:59,talktoBOI
"@redmond_markj Hi Mark, thanks for getting in touch. Can I ask what documents you're receiving in the post? Thanks, Megan",2023-05-09,13:53:49,talktoBOI
@damska_ Thanks for coming back to me. I'd advise contacting our accounts opening team on 0818354454 and my colleagues can discuss this with you further. ^Eve,2023-05-09,11:57:29,talktoBOI
"@damska_ Hi there, thanks for your Tweet. It wouldn't be possible to change the application. If you want to apply for a joint current account you would need to apply for this. You can do this online via the link below. https://t.co/jDng71YHvR Thanks Eve",2023-05-09,11:45:25,talktoBOI
"@prithivraj91 Hi there, thanks for the tweet. Sorry to hear this. Please send us a PM so we can chat further on this. Thanks, Anna",2023-05-09,10:32:51,talktoBOI
"@CheapEatsDotIE Hi Jean, thanks for getting in touch. There is no longer a BOI ATM in James' Hospital. Please see our branch locator below to locate the nearest branch to you. Thanks, Megan https://t.co/cMwXWJlb7G",2023-05-09,07:09:59,talktoBOI
"@paulinepars Thanks for getting back to us. If you could send us a DM we can assist you further there. Thanks, Megan",2023-05-09,07:05:49,talktoBOI
"We're signing off for the evening, we'll be back tomorrow morning from 8am. Take care😊 👋",2023-05-08,19:00:15,talktoBOI
"@paulinepars Hi Pauline, thanks for your Tweet. Can I ask how did you request a call from the team? Thanks, Eve",2023-05-08,18:55:34,talktoBOI
@FrancisAdegoke1 If you are being prompted to approve your online transactions this must be done via the mobile app. You can call freephone 1800946156 to get set up for online banking and you can then download the BO mobile app from the app store on your device. ^Eve,2023-05-08,18:54:34,talktoBOI
"@FrancisAdegoke1 Thanks for coming back to me. Is your account registered for the BOI mobile app? Thanks, Eve",2023-05-08,18:49:20,talktoBOI
"@FrancisAdegoke1 Hi there, thanks for your Tweet. Have you activated your card by making a withdrawal at an ATM? Thanks, Eve",2023-05-08,18:45:43,talktoBOI
"@Neostorian Thanks for coming back to us here. In this case you'd need to contact our support team on 0818200362 and my colleagues can assist you further. Thanks, Eve",2023-05-08,15:16:31,talktoBOI
@ger_z Thanks for coming back to us here. I'd advise trying an alternative web browser and see if this helps. ^Eve,2023-05-08,14:36:04,talktoBOI
"@dereknagle Hi there, thanks for your tweet. Sorry to hear this has been your experience with us. Rest assured my colleagues in branch will assist you as soon as possible. Please see the attached link to log a complaint https://t.co/QxALI4lVaC. Thanks,Niamh.",2023-05-08,14:24:45,talktoBOI
"@ger_z Hi there, thanks for your tweet. Sorry to hear this. May I ask is your mortgage with Bank of Ireland UK or ROI? Thanks,Niamh.",2023-05-08,14:06:21,talktoBOI
"@TheDublinJenn Thanks for your tweet. In this case, Please call us on 0818 365 365, team is available weekdays 9am to 5pm and Saturday 10am-2pm. My colleague will happily assist you. Thanks,Niamh.",2023-05-08,13:49:29,talktoBOI
"@TheDublinJenn Thanks for getting back to us here. Sorry to hear this. Please restart your smart device as sometimes this helps. If the issue persists please uninstall and reinstall the app. Thanks,Niamh.",2023-05-08,13:45:24,talktoBOI
"@Neostorian Hi there, thanks for getting in touch with us here. Sorry to hear this. There is currently no reports of issues with our mobile app. Please restart your smart device as sometime this helps. If the issue persists please uninstall and reinstall the app. Thanks,Niamh.",2023-05-08,13:15:44,talktoBOI
"@LanceBleazard Hi there, thanks for getting in touch with us here. For more information on non-resident account opening applications, please contact newaccountopening@boi.com. My colleague will happily assist you. Thanks,Niamh.",2023-05-08,12:31:09,talktoBOI
"@tombenjr We responded to your DM a few minutes ago if you can please check your notifications. Thanks,Niamh.",2023-05-08,12:28:14,talktoBOI
"@TheDublinJenn Hi there, thanks for getting in touch with us here. There is currently no reports of issues with our mobile app. May I ask what error message are you receiving when trying to access your mobile banking app? Thanks,Niamh.",2023-05-08,12:11:49,talktoBOI
"@Chelle9053 Hi there, thanks for your tweet. To amend the direct debit details to pay your Mortgage from, please see the attached link https://t.co/v39cDI97WE  These include the forms to be filled out and retuned to our Mortgage Admin team. Thanks,Niamh.",2023-05-08,10:25:14,talktoBOI
"@PadraicGilligan @MelindaNemeth16 Hi there, thanks for getting in touch with us. Sorry to hear this. Please see the attached link to our live chat team https://t.co/on65uqujlz. My colleague will happily assist you. Thanks,Niamh.",2023-05-08,10:23:44,talktoBOI
"@MelindaNemeth16 Hi there, thanks for getting in touch with us here. There is currently no reports of issues with our mobile app. Please restart your smart device as sometime this helps. If the issue persists please uninstall and reinstall the app. Thanks,Niamh.",2023-05-08,08:55:32,talktoBOI
"@jihl_23 Thanks for getting back to us here. Unfortunately, this number cannot be contacted on WhatsApp. Apologies for the inconvenience.  For security reasons you would need to make an inbound call directly. My colleague will happily assist you. Thanks,Niamh.",2023-05-08,08:22:18,talktoBOI
"@jihl_23 Thanks for getting back to us. Sorry to hear this. Please call us on +353 1 404 4000 if calling from abroad. Team is available weekdays 9am to 5pm and Saturday 10am-2pm. My colleague will happily assist you. Thanks,Niamh.",2023-05-08,07:56:27,talktoBOI
"@jihl_23 Hi there, thanks for your tweet. May I ask what error message you are receiving when attempting to access your online banking? We will assist you to the best of our ability here. Thanks,Niamh.",2023-05-08,07:45:46,talktoBOI
"That's all from us today, We'll be back here from 8AM tomorrow morning to answer your queries. Have a lovely evening 👋",2023-05-07,19:00:29,talktoBOI
"@Franfield97 Thanks Frank, you can call our loans team on  0818366100 and my colleagues can discuss this with you further. The team are available Monday- Friday, 9am- 5pm. ^Eve",2023-05-07,14:57:25,talktoBOI
"@Franfield97 Hi Frank, thanks for your Tweet. Can I ask is it finance that you have with BOI for your car? Or a loan? Thanks, Eve",2023-05-07,14:49:09,talktoBOI
"@sambumaria_ Hi Maria, I have replied to the DM you sent in relation to this. ^Eve",2023-05-07,14:01:51,talktoBOI
"That's all from us for today, we'll be back in the morning at 8! Enjoy your evening!",2023-05-06,19:00:59,talktoBOI
"@nettyni Hi Annette, thanks for the tweet today. As this will need to be relayed to you with an inbound call to the Team, our colleagues can help you on Monday after 9am. Team is available weekdays 9am-5pm, Sat 10am-2pm on 0818365365/ 0035314044000. Many thanks, Alison",2023-05-06,18:09:37,talktoBOI
"@AubreyPark18 Hi there, thanks for reaching out to us. We have not been made aware of any new limitations on access to the lounge with BOI Gold Business Card. Hopefully Aer Lingus can confirm this with you. Thanks, Alison",2023-05-06,16:26:16,talktoBOI
"@tczippy Hi Tom, thanks for reaching out to us today. We have replied to your DM to help you further with the application. Thanks, Alison .",2023-05-06,16:18:32,talktoBOI
"@mcsqueelpipe If you would like us to assist you here John please send me a DM. Thanks, Megan",2023-05-06,12:17:18,talktoBOI
"@mcsqueelpipe If you could send us a DM with a little more information about your query we will do our best to help you here. Thanks, Megan",2023-05-06,12:06:30,talktoBOI
"@mcsqueelpipe I have checked this line for you and it is working as normal. Is there another phone you can call off? If you have any general queries we can help you here. Thanks, Megan",2023-05-06,11:47:57,talktoBOI
@mcsqueelpipe Thanks for getting back to us. The team are available on 0818365365 or 0035314044000 until 2pm. ^ Megan,2023-05-06,11:40:33,talktoBOI
"@mcsqueelpipe Hi John, thanks for getting in touch. Our customer service team are available today until 2pm. Can I ask what your query is, please? Thanks, Megan",2023-05-06,11:24:06,talktoBOI
"@Leetcry Hi, thanks for getting in touch. A basic bank account would need to be applied for at your local BOI branch. For more information, please see this link. Thanks, Megan https://t.co/rWo27A0Nsb",2023-05-06,10:21:50,talktoBOI
