,Tweets
125,"b'RT @TrakinTech: Moto G10 Power &amp; Moto G30 Unboxing And First Impressions \xe2\x9a\xa1 90Hz Screen, 6000mAh Battery &amp; More : #MotoG30 #motog10power @mo\xe2\x80\xa6'"
126,b'RT @Pareek197: @motorolaindia Moto G10 power: \xe2\x82\xb99990\n\nMoto G30: \xe2\x82\xb9 10990\n\n#PowerfulAllRounder  \n#SolidAllRounder\n#motog10power\n#motog30 \n\n@mo\xe2\x80\xa6'
127,b'RT @Pareek197: @motorolaindia Moto G10 power: \xe2\x82\xb99990\n\nMoto G30: \xe2\x82\xb9 10990\n\n#PowerfulAllRounder  \n#SolidAllRounder\n#motog10power\n#motog30 \n\n@mo\xe2\x80\xa6'
128,b'@motorolaindia Moto G10 power: \xe2\x82\xb99990\n\nMoto G30: \xe2\x82\xb9 10990\n\n#PowerfulAllRounder #SolidAllRounder\n#motog10power #motog30 @motorolaindia'
129,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
130,b'RT @Pareek197: @motorolaindia Moto G10 power: \xe2\x82\xb99990\n\nMoto G30: \xe2\x82\xb9 10990\n\n#PowerfulAllRounder  \n#SolidAllRounder\n#motog10power\n#motog30 \n\n@mo\xe2\x80\xa6'
131,b'RT @Bundi2000: #GenerationEquality\n#YoongiDay\n#Yemen\n#YoongiOurHome\n#LiftMotionPoster\n#LetUsBackToAus\n#KGFChapter2\n#ShauryaAurAnokhiKiKahan\xe2\x80\xa6'
132,"b'RT @RaghavTechie: MotoG10Power launched in India for Rs 9,999\n\n- 6.5""HD+ IPS LCD Display\n- 8MP Rear camera\n- Snapdragon 460 SoC\n- 48+8+2+2M\xe2\x80\xa6'"
133,b'RT @Pareek197: @motorolaindia Moto G10 power: \xe2\x82\xb99990\n\nMoto G30: \xe2\x82\xb9 10990\n\n#PowerfulAllRounder  \n#SolidAllRounder\n#motog10power\n#motog30 \n\n@mo\xe2\x80\xa6'
134,"b'RT @TrakinTech: Moto G10 Power &amp; Moto G30 Unboxing And First Impressions \xe2\x9a\xa1 90Hz Screen, 6000mAh Battery &amp; More : #MotoG30 #motog10power @mo\xe2\x80\xa6'"
135,"b""RT @editorji: Queen responds to Meghan interview; Moto G10 Power &amp; Moto G30 review &amp; why Unilever will remove the word 'normal' from produc\xe2\x80\xa6"""
136,b'RT @Pareek197: @motorolaindia Moto G10 power: \xe2\x82\xb99990\n\nMoto G30: \xe2\x82\xb9 10990\n\n#PowerfulAllRounder  \n#SolidAllRounder\n#motog10power\n#motog30 \n\n@mo\xe2\x80\xa6'
137,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
138,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
139,b'RT @stufflistings: Moto G10 Power and Moto G30 launched in India for INR 9999 and INR 10999 (respectively) in India.\n#Motorola #MotoG10Powe\xe2\x80\xa6'
140,"b'RT @motorolaPankaj: The all-new #motog10power &amp; #motog30 launched in India at an unbelievable price.\n\nBoth smartphones, Motorola Moto G10 P\xe2\x80\xa6'"
141,"b""RT @editorji: Queen responds to Meghan interview; Moto G10 Power &amp; Moto G30 review &amp; why Unilever will remove the word 'normal' from produc\xe2\x80\xa6"""
142,"b'RT @naveeeennnn: @motorolaindia My predictions are-\n\xe2\x80\xa2 Moto G10 Power :- 12,999\n\xe2\x80\xa2 Moto G30 :- 14,999\n@krishnarebels @harini_23 @NowpadaSanto\xe2\x80\xa6'"
143,"b""Queen responds to Meghan interview; Moto G10 Power &amp; Moto G30 review &amp; why Unilever will remove the word 'normal' from products\n#QueenElizabeth #MeghanandHarryonOprah #INDvsENG #Unilever #MotoG30 #motog10power \nhttps://t.co/f4EfjqcQr6 https://t.co/wzaTj9ZHAw"""
144,"b'RT @AmbaMonika: @motorolaindia \xf0\x9f\x91\x89Moto G10 power  \xe2\x82\xb99,999\n\n\xf0\x9f\x91\x89Moto G30  \xe2\x82\xb9 13,990\n\n#PowerfulAllRounder #SolidAllRounder\n#motog10power #motog30 \n@\xe2\x80\xa6'"
145,b'RT @CNNnews18: #MotoG10Power and #MotoG30 launched in India. Check all details in the link given below: @motorolaindia \n\nhttps://t.co/DADPA\xe2\x80\xa6'
146,"b'RT @GirishKatikala5: @motorolaindia \xe2\x9e\xa1\xef\xb8\x8fMoto g10 Price Is 9,999/-\n\xe2\x9e\xa1\xef\xb8\x8fMoto g30 Price Is 10,999/-\n\n#PowerfulAllRounder #SolidAllRounder \n#GuessT\xe2\x80\xa6'"
147,"b'@motorolaindia \xe2\x9e\xa1\xef\xb8\x8fMoto g10 Price Is 9,999/-\n\xe2\x9e\xa1\xef\xb8\x8fMoto g30 Price Is 10,999/-\n\n#PowerfulAllRounder #SolidAllRounder \n#GuessThePrice \n#AsliAllRounders \n#Contest \n#motog10power \n#motog30\n@motorolaindia \n\nTag\xf0\x9f\xa4\x9d\n\n@kusumsolanki17 \n@PoojaChouhan22 \n@Navyavegi \n@RubyAga9339 \n@khemka_nidhi \n@Dazzlingcutie1'"
148,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
149,"b'Moto G10 Power and Moto G30 Launched in India, here are the quick specifications and its pricing details\n\n#Motorola #motog10power #MotoG30 #Smartphones #launched https://t.co/1D8LGJKHHa'"
150,"b'RT @TechTipster_: Moto G10 Power launched in India \n\n6.5"" HD+ MaxVision display\n1600 x 720 Pixels\nSnapdragon 460 SoC\n8MP | 48MP + 8MP + 2MP\xe2\x80\xa6'"
151,b'https://t.co/gwcJuigThS\nReasons Not To Buy Moto G10 Power \n#motog10power  #MotoG30  #MothersDay2021 #MOTOG9POWER #taejin @motorolaindia @Moto @PMOIndia @Naveen_Odisha @CMCCuttack @CuttackDM @dcp_cuttack @GyanTherapy #PBB1stChallengerTask #gold #OPPOF19ProSeries'
152,b'RT @TechFactsRafee: #motog10power  &amp; #MotoG30 Prices https://t.co/1BiRBgLpXk'
153,"b'RT @TrakinTech: Moto G10 Power &amp; Moto G30 Unboxing And First Impressions \xe2\x9a\xa1 90Hz Screen, 6000mAh Battery &amp; More : #MotoG30 #motog10power @mo\xe2\x80\xa6'"
154,b'RT @stufflistings: Moto G10 Power and Moto G30 launched in India for INR 9999 and INR 10999 (respectively) in India.\n#Motorola #MotoG10Powe\xe2\x80\xa6'
155,b'Motorola launches Moto G10 Power and Moto G30 with 48MP/64MP quad-cameras in India. #technews #MotoG10Power #MotoG30 @motorolaindia https://t.co/MqulNPRawK'
156,"b'@motorolaindia @Flipkart use #sAMOLED screens on budget phones just like @SamsungIndia, this is what many of us want with stock Android experience..\n\n#motog10power \n#PowerfulAllRounder'"
157,b'@motorolaindia @Flipkart we LOVE stock #Android experience but just put #amoled screens on budget phones @Moto @motorolaindia \n\n#motog10power \n#MotoG30 \n#SolidAllRounder'
158,b'@mysmartprice we LOVE stock #Android experience but just put #amoled screens on budget phones @Moto @motorolaindia \n\n#motog10power \n#MotoG30'
159,"b""We've spent some time with the newly released #MotoG10Power. Here's what @shweta_ganjoo thought about them.\n\n@motorolaindia @Moto \nhttps://t.co/Y2KiIAZSwg"""
160,b'#MotoG10Power and #MotoG30 launched in India. Check all details in the link given below: @motorolaindia \n\nhttps://t.co/DADPAQ1YSL'
161,"b'RT @motorolaindia: Introducing #motog10power, the perfect #PowerfulAllRounder! It comes with a 6000 mAh battery, 48MP Quad Camera, ThinkShi\xe2\x80\xa6'"
162,"b'RT @Sunil95652448: Moto G10 Power/Moto G30 - Official specification and price\n\nG10 power - 9999 inr (64gb)\n( 6.5 inch hd+ display , 6000mah\xe2\x80\xa6'"
163,b'RT @Sunil95652448: Motorola 4K Android TV Stick is launched in India for Rs. 3999 \n\n#Motorola #MOTOG9POWER #motog10power #motorolarazr http\xe2\x80\xa6'
164,b'RT @Sunil95652448: Moto G10 Power &amp; Moto G30 Launching On March 9 in India\n\n#Motorola #MOTOG9POWER #MotoG30 #MotoG10Power https://t.co/iSTp\xe2\x80\xa6'
165,"b'Moto G10 Power/Moto G30 - Official specification and price\n\nG10 power - 9999 inr (64gb)\n( 6.5 inch hd+ display , 6000mah \xf0\x9f\x94\x8b, 48mp \xf0\x9f\x93\xb8, 8mp \xf0\x9f\xa4\xb3 , Sd 662)\n\nG30 - 10999 inr (64gb)\n( 6.5 inch 90hz , 64mp \xf0\x9f\x93\xb8 , 5000mah \xf0\x9f\x94\x8b, 13mp \xf0\x9f\xa4\xb3, Sd 662 )\n\n#motog10power #MotoG30 https://t.co/HQssR9x26y'"
166,b'Motorola 4K Android TV Stick is launched in India for Rs. 3999 \n\n#Motorola #MOTOG9POWER #motog10power #motorolarazr https://t.co/YnoSE7IerJ'
167,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
168,b'@motorolaindia #motog10power - \xe2\x82\xb99999/-\n#motog30 - \xe2\x82\xb910999/- \n\n#PowerfulAllRounder #SolidAllRounder @motorolaindia #GuessThrPrice #AsliAllRounders \nJoin \n@kumarajay083 @chirag_2019'
169,"b'@motorolaindia Moto G10 Power - \xe2\x82\xb99,999/-\nMoto G30 - \xe2\x82\xb910,999/-\n#motog10power #motog30 \n\n#PowerfulAllRounder #SolidAllRounder #GuessThePrice #AsliAllRounders #Contest\n@motorolaindia\n\nJoin \xf0\x9f\x8c\x88\n@JayshreeMalhot6 \n@mysterious_nit \n@raveena_vishal \n@PinkyDholakia\n@PritiNivoriya\n@sengodan4'"
170,b'Moto G10 Power is here...Take a peek at all the details... #motog10power https://t.co/O7NgJIgrnF'
171,b'RT @Pareek197: @motorolaindia Moto G10 power: \xe2\x82\xb99990\n\nMoto G30: \xe2\x82\xb9 10990\n\n#PowerfulAllRounder  \n#SolidAllRounder\n#motog10power\n#motog30 \n\n@mo\xe2\x80\xa6'
172,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
173,"b'@motorolaindia @Raahi_supergirl For Moto G10Power - \xe2\x82\xb912,999/- \nFor Moto G30 - \xe2\x82\xb917,999/-\n#motog10power #MotoG30\n@motorolaindia \nJoin\n@prachimana @subnagrale'"
174,"b'RT @AmbaMonika: @motorolaindia \xf0\x9f\x91\x89Moto G10 power  \xe2\x82\xb99,999\n\n\xf0\x9f\x91\x89Moto G30  \xe2\x82\xb9 13,990\n\n#PowerfulAllRounder #SolidAllRounder\n#motog10power #motog30 \n@\xe2\x80\xa6'"
175,"b'@motorolaindia \xf0\x9f\x91\x89Moto G10 power  \xe2\x82\xb99,999\n\n\xf0\x9f\x91\x89Moto G30  \xe2\x82\xb9 13,990\n\n#PowerfulAllRounder #SolidAllRounder\n#motog10power #motog30 \n@motorolaindia\n\nTag\n@WasimKh110   @NishantJain_88'"
176,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
177,"b'@motorolaindia For Moto G10 Power - \xe2\x82\xb913,300/- \nFor Moto G30 - \xe2\x82\xb915,900/-\n\n#motog10power #motog30\n@motorolaindia \nJoin in \n@_m1n8  \n@Dazzlingcutie1 \n@Being_Srikanth \n@Ramprasad43 \n@Devangeenee\n@v_srikanth70\n@CobraKaaii'"
178,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
179,"b'@motorolaindia Moto G10 Power - \xe2\x82\xb911,999/-\nMoto G30 - \xe2\x82\xb917,999/-\n#motog10power #motog30\n\n#PowerfulAllRounder #SolidAllRounder #GuessThePrice #AsliAllRounders #Contest\n\n@motorolaindia\n\nTagged\n@ShardaS03626409\n@Amitsha05006851 \n@RahulSh47444881\n@kumari_rma\n@akslic2224'"
180,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
181,"b""RT @motorolaindia: Netizens, it's time to make the most of every situation with the #PowerfulAllRounder. Introducing #motog10power with a 6\xe2\x80\xa6"""
182,b'RT @manikumar4144: @motorolaindia Moto g10 power : \xe2\x82\xb914999\nMoto g30 :  \xe2\x82\xb915999\n\n#PowerfulAllRounder #SolidAllRounder #motog10power #motog30 #\xe2\x80\xa6'
183,b'RT @VijayKumar1602: @motorolaindia Moto g10 power : \xe2\x82\xb914999\nMoto g30 :  \xe2\x82\xb915999\n\n#PowerfulAllRounder #SolidAllRounder #motog10power #motog30\xe2\x80\xa6'
184,b'RT @SaiKiran9044: @motorolaindia Moto g10 power : \xe2\x82\xb914999\nMoto g30 :  \xe2\x82\xb915999\n\n#PowerfulAllRounder #SolidAllRounder #motog10power #motog30 #G\xe2\x80\xa6'
185,"b'RT @Techazzer: Moto G10 Power key specifications : 48MP quad cameras, 6,000mAh battery\n#mobile #gadgets #techgadgets #gadgetsnews #technolo\xe2\x80\xa6'"
186,b'#OPPOBandStyle\n#motog10power\n#MotoG30\n#BoAtFlashSmartWatch \nlaunched in India at this pricing &amp; specifications.\nThanks to our tech expert buddy @TechTipster_ \n\nhttps://t.co/j0XNqIOCkn'
187,"b""RT @motorolaindia: Netizens, it's time to make the most of every situation with the #PowerfulAllRounder. Introducing #motog10power with a 6\xe2\x80\xa6"""
188,"b'RT @motorolaindia: Wish you could explore more and binge-watch non-stop for longer hours? Well, your wish is our command with the brand-new\xe2\x80\xa6'"
189,b'Moto G10 Power https://t.co/McHhsEQxaZ\n\n#motog10power #motoGseries #MotoG30 #MOTOG9POWER #Android #Camera #SD #budget #Smartphones'
190,b'RT @stufflistings: Moto G10 Power and Moto G30 launched in India for INR 9999 and INR 10999 (respectively) in India.\n#Motorola #MotoG10Powe\xe2\x80\xa6'
191,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
192,"b'@motorolaindia I am expecting \xf0\x9f\x91\x87\n\xf0\x9f\x91\x89Moto G10 Power : \xe2\x82\xb910,999/-\n\n\xf0\x9f\x91\x89Moto G30 : \xe2\x82\xb912,999/-\n\n#PowerfulAllRounder #SolidAllRounder #GuessThePrice #AsliAllRounders #Contest #motog10power #motog30 \n@motorolaindia \nTag\n@MonalishaDebna3 \n@Monasunshine4 \n@prashantDocean \n@Jay_parmar17 \n@Pareek197'"
193,b'@motorolaindia Moto g10 power \xe2\x9e\xa1\xef\xb8\x8f  \xe2\x82\xb9 9999\n\nMoto g30   \xe2\x9e\xa1\xef\xb8\x8f \xe2\x82\xb910999\n\n#motog10power  #motog30\n@motorolaindia \nTag friends\n@AmarjeetMarwaha \n@MaisuriaChetan'
194,"b'Moto G10 Power and Moto G30 Officially launched in India with Quad-Camera setup and 6.5"" HD+ display - #JustLaunched #MotoG10Power #MotoG30 #Motorola #QualcommSnapdragon460SoC #QualcommSnapdragon662SoC - #Motorola #News @motorolaindia https://t.co/JlQVfjjG6P'"
195,"b'RT @Jyoti14300: @motorolaindia #motog10power \xf0\x9f\x92\x81 Rs. 13,999/-\n#MotoG30 \xf0\x9f\x92\x81 Rs. 15,999/-\n@motorolaindia \n#PowerfulAllRounder #SolidAllRounder #G\xe2\x80\xa6'"
196,"b'Moto G10 Power with 6000mAh battery and Moto G30 with 6.5-inch 90Hz display, 64MP quad rear cameras launched in India.\n\n#MotoG30 #motog10power #Motorola https://t.co/l4auxuVYJq'"
197,"b'RT @TechTipster_: Moto G10 Power launched in India \n\n6.5"" HD+ MaxVision display\n1600 x 720 Pixels\nSnapdragon 460 SoC\n8MP | 48MP + 8MP + 2MP\xe2\x80\xa6'"
198,"b'RT @TechTipster_: Moto G30 launched in India \n\n6.5"" HD+ MaxVision display\n90Hz refresh rate\n1600 x 720 Pixels\nSnapdragon 662\n4GB RAM\n64GB s\xe2\x80\xa6'"
199,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
200,"b'RT @motorolaindia: You wanted to explore more. You got it with #motog10power that comes with a 6000 mAh battery, 48MP Quad Camera, ThinkShi\xe2\x80\xa6'"
201,b'#Motorola Moto G30 and Moto G10 Power Launched in India with 6.5\xe2\x80\xb3 screens \n\nhttps://t.co/3fJoOvH06W \n\n#Launches #MotoG10Power #MotoG30 https://t.co/vVPZrZUTwS'
202,b'@motorolaindia moto g10 power = \xe2\x82\xb911999\n&amp;\nmoto g10 = \xe2\x82\xb914999\n\n@motorolaindia #AsliAllRounders\n#motog10power #motog30\n\nJoin \n@VikramK59463210 \n@techstarsrk'
203,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
204,b'Moto G30 smartphone https://t.co/cFCtaCKz7A\n\n#MotoG30 #motog10power #Android #SD #camera #budget #smartphones #moto #gadgets'
205,"b""@motorolaindia \xe2\x9d\xa4\xef\xb8\x8f\xe2\x98\x91\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x98\x91\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x98\x91\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x98\x91\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x98\x91\xef\xb8\x8f\n\nHere's my entry team.\n\nMoto G10 Power - \xe2\x82\xb99,999/-\n\nMoto G30 - \xe2\x82\xb910,999/-\n\n#PowerfulAllRounder #SolidAllRounder #GuessThePrice #AsliAllRounders #Contest #motog10power #motog30 \n@motorolaindia\n\n\xe2\x98\x91\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x98\x91\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x98\x91\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x98\x91\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x98\x91\xef\xb8\x8f"""
206,"b""@motorolaindia Here's my entry team.\n\nMoto G10 Power - \xe2\x82\xb99,999/-\n\nMoto G30 - \xe2\x82\xb910,999/-\n\n#PowerfulAllRounder #SolidAllRounder #GuessThePrice #AsliAllRounders #Contest #motog10power #motog30 \n@motorolaindia\n\n\xe2\x98\x91\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x98\x91\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x98\x91\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x98\x91\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x98\x91\xef\xb8\x8f"""
207,"b'My Tech Khabre Channel mein\nhttps://t.co/8kxgvtW3UM\nMoto G10 Power India Launch With 6000mAh Powerful Battery / Price, Display, Camera, Processor, Battery And More\n#Motorola #MotoG10Power #MotoG10 #MotoG10Series #TechKhabre https://t.co/5Nd9dUHy7X'"
208,"b'Moto G10 Power Launched in India\n\n#MotoG10Power\n-6.5"" HD+ 60Hz IPS LCD Display\n-Snapdragon 460 Processor\n-Quad Rear Cameras: 48+8+2+2MP\n-Front: 8MP\n-6,000mAh Battery with 15W Fast Charging\n-Rear-Mounted Fingerprint Scanner\n-Stock Android 11\n\n4GB+64GB = \xe2\x82\xb99,999\n\n@motorolaindia https://t.co/Jb790xiETR'"
209,b'@motorolaindia Moto G10 power: \xe2\x82\xb99990\n\nMoto G30: \xe2\x82\xb9 10990\n\n#PowerfulAllRounder #SolidAllRounder\n#motog10power #motog30 @motorolaindia\n\nJoin\n@AaravS28\n@ranchikuldeep\n@Sanjiv_34\n@Rain_Man25\n@SujithDifferent\n@mysterioussu\n@Cyclist_Riego\n@v_srikanth70\n@Param_Sidhu77\n@blessedkamal\n@sahilwagh02'
210,b'RT @Pareek197: @motorolaindia Moto G10 power: \xe2\x82\xb99990\n\nMoto G30: \xe2\x82\xb9 10990\n\n#PowerfulAllRounder  \n#SolidAllRounder\n#motog10power\n#motog30 \n\n@mo\xe2\x80\xa6'
211,"b'Moto G10 Power and Moto G30 Officially launched in India with Quad-Camera setup and 6.5"" HD+ display - #JustLaunched #MotoG10Power #MotoG30 #Motorola #QualcommSnapdragon460SoC #QualcommSnapdragon662SoC - #Motorola #News - https://t.co/AGkg4cIuvN https://t.co/XHIUdkQZIO'"
212,"b'@motorolaindia First G10- 9,999\nSecond G30- 10,999\n#PowerfulAllRounder #SolidAllRounder #GuessThePrice #AsliAllRounder #Contest #motog10power #motog30\n@GunerWilshere \n@rishi_afc \n@100jinmata @1jinmata \n@sonumegha16'"
213,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
214,"b'RT @gogiinc: Moto G10 Power and Moto G30 Unboxing and Quick Review - 6000 mAh, 90Hz #MotoG30 #motog10power #Motorola https://t.co/f4HObRIlf\xe2\x80\xa6'"
215,b'#MotoG10Power Unboxing and First Impressions \n\n@motorolaindia @Moto \nhttps://t.co/77xAiXNtR4 via @PrimeTalksNews'
216,"b'@motorolaindia @prvzptl \xe2\x82\xb99,999/- ---- Moto G10 Power\n\n\xe2\x82\xb910,999/-----Moto G30 \n\n#PowerfulAllRounder #SolidAllRounder #GuessThePrice #AsliAllRounders #Contest #motog10power #motog30 \n@motorolaindia\n\nJOIN\xf0\x9f\x92\x95\n@prvzptl \n@Dep301'"
217,"b'So the #MotoG10Power Launched today in India\xf0\x9f\x87\xae\xf0\x9f\x87\xb3\n\n\xf0\x9f\x93\xb16.5"" HD+ IPS TFT LCD\n\xf0\x9f\x9b\xa1\xef\xb8\x8fSD 460 \n\xf0\x9f\x93\xb748+8+2+2MP\n\xf0\x9f\xa4\xb38MP\n\xf0\x9f\x94\x8b6000mAh\n\xf0\x9f\x94\x8c15W\n\xf0\x9f\x91\xa8\xe2\x80\x8d\xf0\x9f\x92\xbbAndroid 11\n\xf0\x9f\x8e\xa73.5mm audio jack\n\xf0\x9f\x94\x92Rear F-S\n2\xef\xb8\x8f\xe2\x83\xa3Hybrid SIM slot\n\xf0\x9f\x93\xb29.89mm\n,\xe2\x9a\x96\xef\xb8\x8f200g\n\xf0\x9f\x93\x814GB\n\xf0\x9f\x97\x83\xef\xb8\x8f64GB\n\xf0\x9f\x8f\xb7\xef\xb8\x8fPrice=Rs.9,999\n\nPic via @utsavtechie | @AmreliaRuhez\n\n#Motorola https://t.co/oYOHjX0HN3'"
218,"b'RT @TrakinTech: Moto G10 Power &amp; Moto G30 Unboxing And First Impressions \xe2\x9a\xa1 90Hz Screen, 6000mAh Battery &amp; More : #MotoG30 #motog10power @mo\xe2\x80\xa6'"
219,b'RT @BhavikaRajaswan: @motorolaindia Moto G10 power: \xe2\x82\xb99990\n\nMoto G30: \xe2\x82\xb9 10990\n\n#PowerfulAllRounder  \n#SolidAllRounder\n#motog10power\n#motog30\xe2\x80\xa6'
220,"b'@motorolaindia For Moto G10Power price should be \xe2\x82\xb912,999/- \nFor Moto G30 price should be \xe2\x82\xb917,999/-\n\n#motog10power #MotoG30\n@motorolaindia\n \nJoin\n@Avi_fitness \n@Sanjiv_34'"
221,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
222,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
223,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
224,b'#MotoG10Power and #MotoG30 launched in India at Rs 9999 \n\nhttps://t.co/a9YLg69zkw via @PrimeTalksNews'
225,b'RT @Pareek197: @motorolaindia Moto G10 power: \xe2\x82\xb99990\n\nMoto G30: \xe2\x82\xb9 10990\n\n#PowerfulAllRounder  \n#SolidAllRounder\n#motog10power\n#motog30 \n\n@mo\xe2\x80\xa6'
226,"b'RT @gogiinc: Moto G10 Power and Moto G30 Unboxing and Quick Review - 6000 mAh, 90Hz #MotoG30 #motog10power #Motorola https://t.co/f4HObRIlf\xe2\x80\xa6'"
227,"b'RT @motorolaindia: Well, now you will know what makes the #motog10power truly a #PowerfulAllRounder - all its brilliant features! Save the\xe2\x80\xa6'"
228,"b'RT @motorolaindia: Well, now you will know what makes the #motog10power truly a #PowerfulAllRounder - all its brilliant features! Save the\xe2\x80\xa6'"
